n_processo;assunto;status;data_deferimento;tipo_de_localizacao;localizacao;endereco;cep;categoria_uso;numero_documento;certf_conclusao_tipo;area_objeto_certf_concl
1020.2022/0023985-7;Certificado de Conclusão;deferido;14/04/2023 17:17:43;SQL;031.090.0009-1;Rua Voltolino, 66;03179150;HIS;24059-22-SP-CCE;Totalmente;998.23
1020.2023/0000178-0;Certificado de Conclusão;deferido;06/04/2023 16:19:51;SQL;066.301.0002-6;RUA TENENTE MARIO BARBEDO, 759, PARQUE EDU CHAVES;02233020;R2h, R2h-1;24101-22-SP-CCE;Totalmente;233.35
1020.2023/0000030-9;Certificado de Conclusão;deferido;02/02/2023 11:22:32;SQL;009.073.0280-7;Rua Pamplona, 950, Jardim Paulista;01405001;R2v, nR1, R2v-1, nR1-3, nR1-12;24109-22-SP-CCE;Parcialmente;3161.03
1020.2022/0024366-8;Certificado de Conclusão;deferido;09/01/2023 10:53:44;SQL;078.026.0016-2;Rua Emilio Colella, 312, Lote 34 Quadra 90, Parque São Domingos;05126130;R2h, R2h-1;24137-22-SP-CCE;Totalmente;387.7
1020.2022/0024410-9;Certificado de Conclusão;deferido;19/01/2023 18:08:12;SQL;067.163.0010-4;Rua das Vertentes, 387,  Vila Constança;02256000;R2h, R2h-1;24182-22-SP-CCE;Totalmente;282.97
1020.2022/0024281-5;Certificado de Conclusão;deferido;18/01/2023 10:39:40;SQL;069.088.0019-9;Rua Almirante Noronha, 458, Jardim São Paulo (Zona Norte);02043060;HIS;24187-22-SP-CCE;Totalmente;623.16
1020.2023/0000069-4;Certificado de Conclusão;deferido;23/01/2023 14:30:31;SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL;022.056.0001-1, 022.056.0002-8, 022.056.0003-6, 022.056.0004-4, 022.056.0005-2, 022.056.0006-0, 022.056.0007-9, 022.056.0008-7;Rua Ministro Ferreira Alves, 279, Perdizes, Rua Ministro Ferreira Alves, 281, Perdizes, Rua Ministro Ferreira Alves, 291, Perdizes, Rua Ministro Ferreira Alves, 293, Perdizes, Rua Ministro Ferreira Alves, 303, Perdizes, Rua Ministro Ferreira Alves, 305, Perdizes, Rua Ministro Ferreira Alves, 315, Perdizes, Rua Ministro Ferreira Alves, 317, Perdizes;05009060, 05009060, 05009060, 05009060, 05009060, 05009060, 05009060, 05009060;HMP;24259-23-SP-CCE;Totalmente;11252.81
1020.2023/0000109-7;Certificado de Conclusão;deferido;16/01/2023 18:01:08;SQL;069.071.0031-2;Rua Almirante Noronha , 632, Jardim São Paulo ;02043061;HIS;24300-23-SP-CCE;Totalmente;748.36
1020.2023/0000339-1;Certificado de Conclusão;deferido;03/02/2023 12:05:29;SQL;118.255.0012-5;R PDE  PEDRO ROTA, 332, VL JOSE MOREIRA;03237060;HIS;24314-23-SP-CCE;Totalmente;559.57
1020.2023/0000318-9;Certificado de Conclusão;deferido;31/01/2023 12:26:52;SQL;116.122.0017-5;RUA VACANGA, 458 E 462, E RUA PEDRO VOSS, S/N - CEP 03437-000, VILA CARRÃO;03433025;R2h, R2h-1;24325-23-SP-CCE;Totalmente;183.97
1020.2023/0001560-8;Certificado de Conclusão;deferido;09/03/2023 18:41:44;SQL;090.127.0019-1;Rua Major Claudiano, 80, Vila Gea;04692030;R2h, R2h-1;24337-23-SP-CCE;Totalmente;390.89
1020.2023/0000186-0;Certificado de Conclusão;deferido;08/02/2023 14:17:47;SQL;067.082.0035-1;RUA ARANTINA, 02, VILA MAZZEI;02313070;HMP;24368-23-SP-CCE;Totalmente;308.25
1020.2023/0000187-9;Certificado de Conclusão;deferido;15/02/2023 19:06:13;SQL;068.433.0011-1;RUA FRANCISCO LIPI, 819, VILA DOM PEDRO II;02243000;HIS;24369-23-SP-CCE;Totalmente;597.95
1020.2023/0000185-2;Certificado de Conclusão;deferido;02/02/2023 19:26:07;SQL;068.366.0017-2;Rua Borges , 412, Parada Inglesa;02247000;HIS;24370-23-SP-CCE;Totalmente;519.87
1020.2023/0000188-7;Certificado de Conclusão;deferido;15/02/2023 19:09:26;SQL;067.261.0003-5;RUA DAS VERTENTES, 623, VILA NIVI;02256000;HIS;24373-23-SP-CCE;Totalmente;581.3
1020.2023/0000232-8;Certificado de Conclusão;deferido;24/01/2023 18:16:50;SQL;068.034.0023-9;R   SILVIO RODINI, 390, Vila Dom Pedro II;02241000;HIS;24375-23-SP-CCE;Totalmente;1439.09
1020.2023/0000457-6;Certificado de Conclusão;deferido;22/02/2023 17:25:05;SQL;110.213.0031-3; Rua Santa Teresa do Bonito, 110, Vila Buenos Aires;03624040;HIS;24384-23-SP-CCE;Totalmente;653.81
1020.2023/0000282-4;Certificado de Conclusão;deferido;23/02/2023 12:53:19;SQL;071.336.0010-2; Rua Guilhermina, 231,  Vila Romero;02469040;HIS;24393-23-SP-CCE;Totalmente;813.75
1020.2023/0000511-4;Certificado de Conclusão;deferido;31/05/2023 17:40:21;SQL;059.290.0058-1;RUA ISAAC TABACOW, 13, VILA NOVA GRANADA;03655010;R2h, R2h-1;24396-23-SP-CCE;Totalmente;289.98
1020.2023/0000510-6;Certificado de Conclusão;deferido;31/01/2023 14:14:15;SQL;113.278.0012-7;RUA ARLINDO MARQUES JUNIOR , 94, VILA MATILDE ;03560130;R2h, R2h-1;24402-23-SP-CCE;Totalmente;324.07
1020.2023/0001012-6;Certificado de Conclusão;deferido;16/06/2023 17:15:46;SQL;072.150.0012-5;RUA IMACULADA, 125, SANTA TEREZINHA;02431070;R2h, R2h-1;24413-23-SP-CCE;Totalmente;207.12
1020.2023/0000341-3;Certificado de Conclusão;deferido;11/08/2023 17:17:43;SQL;058.140.0044-9;R   TACANHUNAS, 92, VILA MATILDE;03530020;HIS;24424-23-SP-CCE;Totalmente;734.55
1020.2023/0000593-9;Certificado de Conclusão;deferido;09/02/2023 11:34:15;SQL;116.129.0007-1;RUA DOS RODRIGUES, 9, vila aricanduva;03435070;R2h, R2h-1;24432-23-SP-CCE;Totalmente;190.2
1020.2023/0000670-6;Certificado de Conclusão;deferido;08/02/2023 16:41:41;SQL;057.253.0019-6;RUA PAIS DE LINHARES, 229, JARDIM MARINGÁ;03524010;R2h, R2h-1;24453-23-SP-CCE;Totalmente;274.74
1020.2023/0000671-4;Certificado de Conclusão;deferido;06/03/2023 15:38:22;SQL;051.118.0004-2;Rua Porto Sabauna, 91, Vila Alpina;03206000;R2h, R2h-1;24454-23-SP-CCE;Totalmente;309.57
1020.2023/0000839-3;Certificado de Conclusão;deferido;03/05/2023 17:40:43;SQL;184.214.0008-7;RUA MICHELANGELO, 69, JARDIM MITSUTANI;05791200;R2h, R2h-1;24463-23-SP-CCE;Totalmente;299.4
1020.2023/0000770-2;Certificado de Conclusão;deferido;11/07/2023 16:04:31;SQL;138.044.0054-9;RENZO BALDINI, 633, PARADA XV DE NOVEMBRO;08248000;R2h, R2h-1;24478-23-SP-CCE;Totalmente;183.55
1020.2023/0000523-8;Certificado de Conclusão;deferido;01/06/2023 15:15:10;SQL;113.363.0045-1;Rua Baltazar Brum, 264, vila ré;03667000;HIS;24499-23-SP-CCE;Totalmente;742
1020.2023/0000534-3;Certificado de Conclusão;deferido;19/04/2023 15:50:35;SQL;114.252.0021-3;Rua Palmerino Calabrese, 72, Vila Taquari;08230060;HIS;24506-23-SP-CCE;Totalmente;788.54
1020.2023/0000929-2;Certificado de Conclusão;deferido;30/01/2023 11:21:14;SQL;060.238.0018-1;RUA COEMA, 10, PENHA DE FRANÇA;03609030;R2h, R2h-3;24514-23-SP-CCE;Totalmente;223.19
1020.2023/0000767-2;Certificado de Conclusão;deferido;28/03/2023 18:38:37;SQL;104.024.0023-1;Rua Silvado, 45, Freguesia do Ó;02963020;HIS;24562-23-SP-CCE;Totalmente;711.65
1020.2023/0001260-9;Certificado de Conclusão;deferido;10/04/2023 18:12:17;SQL;054.173.0004-7;RUA IRMAOS LEME, 81, TATUAPE;03313030;R2h, R2h-1;24637-23-SP-CCE;Totalmente;200.98
1020.2023/0000933-0;Certificado de Conclusão;deferido;01/06/2023 15:11:58;SQL;111.529.0001-2;RUA ALTO ANGICO, 11, VILA FRUGOLI;03674060;HIS;24638-23-SP-CCE;Totalmente;447.43
1020.2023/0001259-5;Certificado de Conclusão;deferido;22/02/2023 14:43:07;SQL;078.094.0016-9;RUA JOSE ATALIBA ORTIZ, 400, LOTE 42  QUADRA 4 , VILA MANGALOT ;05131000;R2h, R2h-1;24647-23-SP-CCE;Totalmente;231.95
1020.2023/0000935-7;Certificado de Conclusão;deferido;28/03/2023 14:39:04;SQL;055.227.0047-5;Rua Tirana, 78 e 74;03359110;HIS;24659-23-SP-CCE;Totalmente;803.83
1020.2023/0000936-5;Certificado de Conclusão;deferido;04/04/2023 13:37:06;SQL;139.141.0012-4;RUA CAUVI, 16, SÃO MIGUEL ;08042570;HIS;24660-23-SP-CCE;Totalmente;620.34
1020.2023/0001433-4;Certificado de Conclusão;deferido;22/02/2023 14:45:07;SQL;102.108.0022-3;Rua Princesa Maria Pia, 465, Vila Ema;03274120;R2h, R2h-1;24671-23-SP-CCE;Totalmente;184.19
1020.2023/0001050-9;Certificado de Conclusão;deferido;28/04/2023 19:41:55;SQL;068.142.0165-8;RUA SÃO MARCELO, 108, VILA GUSTAVO;02250050;HIS;24673-23-SP-CCE;Totalmente;526.2
1020.2023/0001420-2;Certificado de Conclusão;deferido;16/02/2023 12:21:23;SQL;068.004.0037-8;RUA MANGALÔ, 88, VILA ISOLINA MAZZEI;02080020;R2h, R2h-1;24674-23-SP-CCE;Totalmente;398.45
1020.2023/0001256-0;Certificado de Conclusão;deferido;08/02/2023 16:53:26;SQL;076.488.0007-1;rua professor Mario dapico, 233, freguesia do ó;02763050;R2h, R2h-1;24676-23-SP-CCE;Totalmente;243.63
1020.2023/0001035-5;Certificado de Conclusão;deferido;20/04/2023 17:57:44;SQL;113.477.0010-1;Rua Lima Campos, 54, Jardim Nordeste;03689000;HIS;24721-23-SP-CCE;Totalmente;480.38
1020.2023/0001424-5;Certificado de Conclusão;deferido;08/02/2023 16:52:47;SQL;110.302.0017-2;RUA COPO DE LEITE , 69, DISTRITO DE SAO MIGUEL PAULISTA ;03670050;R2h, R2h-1;24728-23-SP-CCE;Totalmente;391.7
1020.2023/0001415-6;Certificado de Conclusão;deferido;07/06/2023 15:21:44;SQL;034.081.0010-1;RUA INGLES DE SOUZA, 587, JARDIM DA GLORIA;01546010;nR1, nR1-3;24771-23-SP-CCE;Totalmente;254.98
1020.2023/0001154-8;Certificado de Conclusão;deferido;17/03/2023 14:26:43;SQL;067.226.0013-0;Rua Canhemborá, 383, Vila Gustavo;02253010;HMP;24795-23-SP-CCE;Totalmente;755.09
1020.2023/0001729-5;Certificado de Conclusão;deferido;16/05/2023 17:52:16;SQL;076.248.0016-0;rua otavio de moura, 367, vila carolina;02724000;R2h, R2h-1;24892-23-SP-CCE;Totalmente;258.52
1020.2023/0001625-6;Certificado de Conclusão;deferido;21/06/2023 17:57:17;SQL;077.320.0026-9;rua cecilia bonilha, 232, pirituba;02919000;R2h, R2h-1;24893-23-SP-CCE;Totalmente;220.16
1020.2023/0001623-0;Certificado de Conclusão;deferido;04/04/2023 16:13:38;SQL;072.112.0022-7;Rua Abreu Sampaio, 256, Santa Teresinha;02450040;R2h, R2h-1;24899-23-SP-CCE;Totalmente;230.46
1020.2023/0001490-3;Certificado de Conclusão;deferido;03/03/2023 16:53:49;SQL;067.229.0016-9;Rua Caracaxá, 544, Vila Nivi;02254010;HIS;24934-23-SP-CCE;Totalmente;381.44
1020.2023/0001622-1;Certificado de Conclusão;deferido;16/02/2023 12:30:25;SQL;023.052.0007-2;RUA BARRA DO CHAPEU , 195, LAPA;05051010;R2h, R2h-1;24937-23-SP-CCE;Totalmente;230.8
1020.2023/0001573-0;Certificado de Conclusão;deferido;09/05/2023 20:53:51;SQL;055.261.0034-0;Rua Tanganica, 127, Vila Formosa;03359140;HIS;24943-23-SP-CCE;Totalmente;652.96
1020.2023/0001614-0;Certificado de Conclusão;deferido;24/04/2023 14:51:58;SQL;078.337.0045-2;Rua Doutor Nuno de Andrade, 36 A, Vila Soares;05134340;R2h, R2h-1;24947-23-SP-CCE;Totalmente;341.17
1020.2023/0001730-9;Certificado de Conclusão;deferido;13/02/2023 14:05:52;SQL;031.075.0078-1;RUA JOÃO BORDA, 97, ÁGUA RASA;03181050;R2h, R2h-1;24957-23-SP-CCE;Totalmente;278.03
1020.2023/0002800-9;Certificado de Conclusão;deferido;30/03/2023 16:04:20;SQL;147.097.0022-1;RUA LOMAS, 22, JARDIM IPANEMA;03582170;R2h, R2h-1;24963-23-SP-CCE;Totalmente;250.58
1020.2023/0001609-4;Certificado de Conclusão;deferido;30/03/2023 14:33:38;SQL;060.315.0031-0;Rua Senador Godoi, 680, Vila São Geraldo;03608000;R2h, R2h-1;24965-23-SP-CCE;Totalmente;345.41
1020.2023/0001714-7;Certificado de Conclusão;deferido;03/04/2023 11:34:31;SQL;299.090.0040-5;Av dos Bandeirantes, 679 e 685, Itaim Bibi;04553010;nR2, nR2-5;24997-23-SP-CCE;Totalmente;2401.12
1020.2023/0001711-2;Certificado de Conclusão;deferido;16/02/2023 12:17:52;SQL;148.175.0141-2;RUA ACANGIPA, 10, VILA FALCONI;03912070;R2h, R2h-1;25005-23-SP-CCE;Totalmente;209.1
1020.2023/0001706-6;Certificado de Conclusão;deferido;06/04/2023 15:10:44;SQL, SQL, SQL, SQL, SQL;099.007.0008-2, 099.007.0009-0, 099.007.0010-4, 099.007.0011-2, 099.007.0012-0;RUA LUIS GATTI, 603, PREDIO 1, ÁGUA BRANCA, RUA LUIS GATTI, 603, PRÉDIO 2, ÁGUA BRANCA , RUA LUIS GATTI , 603, PRÉDIO 3, ÁGUA BRANCA, AVENIDA EMBAIXADOR MACEDO SOARES, 977, PRÉDIO 4, ÁGUA BRANCA, RUA LUIS GATTI, 603, PRÉDIO 5, ÁGUA BRANCA ;05038150, 05038150, 05038150, 05035000, 05038150;nR1, Ind-1a, nR3, nR1-3, Ind-1a-1, nR1-5, nR3-6;25029-23-SP-CCE;Parcialmente;30.4
1020.2023/0001600-0;Certificado de Conclusão;deferido;30/03/2023 13:47:37;SQL;110.327.0001-6;Rua Viriato de Medeiros, 34, Vila Rio Branco;03876140;HMP;25037-23-SP-CCE;Totalmente;209.41
1020.2023/0002047-4;Certificado de Conclusão;deferido;11/07/2023 19:34:16;SQL;121.040.0019-9;RUA PROFESSOR AMADOR DE LIMA JUNIOR, 87, JARDIM SANTA CRUZ;04456010;R2h, R2h-1;25044-23-SP-CCE;Totalmente;248.37
1020.2023/0002262-0;Certificado de Conclusão;deferido;12/06/2023 12:21:53;SQL;121.054.0012-3;RUA ENGARDO GENGO , 83, CAMPO GRANDE;04456090;R2h, R2h-1;25045-23-SP-CCE;Totalmente;236.38
1020.2023/0001668-0;Certificado de Conclusão;deferido;23/02/2023 20:08:43;SQL;044.031.0015-5;RUA AMPARO, 141, VILA PRUDENTE;03151060;HIS;25059-23-SP-CCE;Totalmente;535.5
1020.2023/0002048-2;Certificado de Conclusão;deferido;22/02/2023 14:39:09;SQL;168.097.0033-0;RUA LUIS GONZAGA FREIRE, 312, JARDIM HELGA;05794330;R2h, R2h-1;25060-23-SP-CCE;Totalmente;219.6
1020.2023/0001685-0;Certificado de Conclusão;deferido;23/02/2023 20:09:07;SQL;044.031.0016-3;RUA AMPARO, 153, VILA PRUDENTE;03151060;HIS;25061-23-SP-CCE;Totalmente;531.2
1020.2023/0001931-0;Certificado de Conclusão;deferido;07/02/2023 18:45:03;SQL;044.096.0046-1;R MAL  MALET, 272, PARQUE VILA PRUDENTE;03140020;HIS;25151-23-SP-CCE;Totalmente;633.28
1020.2023/0002261-2;Certificado de Conclusão;deferido;31/03/2023 15:11:44;SQL;072.191.0067-1; Rua Martins Fernandes, 365, Imirim;02467010;R2h, R2h-1;25161-23-SP-CCE;Totalmente;177.84
1020.2023/0002278-7;Certificado de Conclusão;deferido;14/03/2023 18:09:53;SQL;112.285.0051-6;AVENIDA MARECHAL TITO , 01, SÃO MIGUEL PAULISTA;08010090;nR2, nR1, nR2-4, nR1-2, nR1-3;25206-23-SP-CCE;Totalmente;159.68
1020.2023/0002421-6;Certificado de Conclusão;deferido;31/08/2023 15:28:34;SQL;088.144.0062-8;Rua Das Barcas, 908, Jardim dos Estados;04641070;R2h, R2h-3;25223-23-SP-CCE;Totalmente;2501.91
1020.2023/0002076-8;Certificado de Conclusão;deferido;14/02/2023 20:13:08;SQL;068.051.0100-1;RUA ABAETEZINHO, 37, VILA GUILHERME;02079002;HIS;25225-23-SP-CCE;Totalmente;451.25
1020.2023/0002426-7;Certificado de Conclusão;deferido;03/05/2023 12:38:41;SQL;068.384.0039-1;Rua Dr Lauro Muniz Barreto, 158, 160, Vila Medeiros;02218050;R2h, R2h-1;25272-23-SP-CCE;Totalmente;219.22
1020.2023/0002425-9;Certificado de Conclusão;deferido;19/05/2023 16:40:42;SQL;047.088.0011-8;RUA AUGUSTE CLESINGER, 214, VILA SAUDE;04147000;R2h, R2h-1;25289-23-SP-CCE;Totalmente;392.68
1020.2023/0002167-5;Certificado de Conclusão;deferido;28/04/2023 18:53:48;SQL;304.016.0011-1;Rua Wanzio, 46, Carandiru;02067025;HIS;25301-23-SP-CCE;Totalmente;528.07
1020.2023/0002182-9;Certificado de Conclusão;deferido;08/03/2023 16:45:39;SQL;067.229.0028-2;Rua Capricho, 583, Vila Nivi;02254000;HIS, R2v, R2v-1;25316-23-SP-CCE;Totalmente;591.96
1020.2023/0002254-0;Certificado de Conclusão;deferido;03/03/2023 17:16:45;SQL;068.438.0007-6;R   BORGES, 498, Parada Inglesa;02247000;HIS;25329-23-SP-CCE;Totalmente;561.24
1020.2023/0002376-7;Certificado de Conclusão;deferido;02/03/2023 17:07:18;SQL;305.124.0021-8;RUA SANTA BÁRBARA DO OESTE, 219, 219 FDS, VILA NOVA CACHOEIRINHA;02612110;HIS;25345-23-SP-CCE;Totalmente;581.7
1020.2023/0002594-8;Certificado de Conclusão;deferido;06/03/2023 14:36:48;SQL;076.357.0020-0;avenida monte celeste, 325, jardim primvera;02561000;R2h, R2h-1;25385-23-SP-CCE;Totalmente;282.96
1020.2023/0002365-1;Certificado de Conclusão;deferido;04/04/2023 13:48:10;SQL;059.101.0042-4;RUA TARU, 206, E 204, VILA RÉ;03360603;HMP;25391-23-SP-CCE;Totalmente;904.54
1020.2023/0002377-5;Certificado de Conclusão;deferido;03/03/2023 17:19:17;SQL;067.207.0006-5;Rua Padre Julio Maria, 123, Tucuruvi;02307300;HIS;25405-23-SP-CCE;Totalmente;585.64
1020.2023/0002378-3;Certificado de Conclusão;deferido;03/03/2023 17:15:48;SQL;068.023.0020-6;Rua Itala, 174 e 182, Vila Guilherme;02079010;HIS;25408-23-SP-CCE;Totalmente;723.39
1020.2023/0003293-6;Certificado de Conclusão;deferido;29/06/2023 15:19:14;SQL;188.026.0006-5;RUA TURVÂNIA, 31, JARAGUÁ;05181200;R2h, R2h-1;25414-23-SP-CCE;Totalmente;239.35
1020.2023/0002447-0;Certificado de Conclusão;deferido;28/04/2023 17:17:42;SQL;055.019.0005-1;RUA BELCHIOR DA COSTA, 100, LOTE 4, QUADRA 1, VILA NOVA MANCHESTER;03446080;HIS;25425-23-SP-CCE;Totalmente;854.1
1020.2023/0002872-6;Certificado de Conclusão;deferido;05/06/2023 18:22:57;SQL;137.061.0018-4;RUA TANHEIRO , S/N, LT 1 QD 14 - ESQUINA RUA NOLINA , VILA COSMOPOLITA ;08421055;R2h, R2h-1;25459-23-SP-CCE;Totalmente;419.08
1020.2023/0002785-1;Certificado de Conclusão;deferido;21/06/2023 14:01:20;SQL;110.058.0004-8;RUA PEDRO DE BRITO, 577, CANGAÍBA;03721035;R2h, R2h-1;25460-23-SP-CCE;Totalmente;319.7
1020.2023/0002777-0;Certificado de Conclusão;deferido;09/03/2023 14:38:05;SQL;152.227.0017-7;Rua Tomas Francisco Pires, s/n, Parque São Rafael;08320400;R2h, R2h-1;25487-23-SP-CCE;Totalmente;290.63
1020.2023/0002873-4;Certificado de Conclusão;deferido;16/05/2023 17:56:19;SQL;118.466.0018-8;RUA CARLOS CESAR, 278, SAO LUCAS;03265020;;25490-23-SP-CCE;Totalmente;
1020.2023/0003301-0;Certificado de Conclusão;deferido;24/04/2023 14:47:48;SQL, SQL;105.092.0084-1, 105.092.0083-3;RUA SÃO FRANCISCO DE BORJA, 139, Vila Pirituba, RUA SÃO FRANCISCO DE BORJA, 139, Vila Pirituba;05173040, 05173040;R2h, R2h-1;25501-23-SP-CCE;Totalmente;328.89
1020.2023/0002977-3;Certificado de Conclusão;deferido;13/04/2023 11:37:35;SQL;120.124.0003-4;RUA JOÃO PROTEZEK, 419, JARDIM CUPECE;04652218;R2h, R2h-1;25507-23-SP-CCE;Totalmente;304.38
1020.2023/0002983-8;Certificado de Conclusão;deferido;16/05/2023 17:45:52;SQL;100.105.0004-8;RUA SUARÃO, 26, VILA PRUDENTE;03137090;R2h, R2h-1;25514-23-SP-CCE;Totalmente;256.87
1020.2023/0002549-2;Certificado de Conclusão;deferido;03/03/2023 17:14:48;SQL, SQL;054.148.0121-5, 054.148.0120-7;R GUAXUPE, 188, VILA FORMOSA, R GUAXUPE, 198, VILA FORMOSA;03416050, 03416050;HIS;25519-23-SP-CCE;Totalmente;1023.1
1020.2023/0002612-0;Certificado de Conclusão;deferido;02/05/2023 18:15:43;SQL, SQL, SQL;044.003.0042-0, 044.003.0043-9, 044.003.0045-5;RUA BARÃO DE RESENDE, 51, IPIRANGA, RUA PALMARES, 121, IPIRANGA, AVENIDA PRESIDENTE WILSON, 3350, IPIRANGA;04210150, 04210040, 04220000;HIS;25525-23-SP-CCE;Parcialmente;8965.75
1020.2023/0002866-1;Certificado de Conclusão;deferido;03/05/2023 17:50:32;SQL, SQL;134.165.0003-1, 134.165.0044-9;Rua Vereda do Paraiso, 269, Itaim Paulista, Rua Vereda do Paraiso, 269, Itaim Paulista;08110300, 08110300;R2h, R2h-1;25529-23-SP-CCE;Totalmente;567
1020.2023/0003204-9;Certificado de Conclusão;deferido;16/08/2023 16:15:23;SQL;002.058.0057-2;RUA DO GASOMETRO, 721, BRAS;03004001;nR1, nR1-3;25535-23-SP-CCE;Totalmente;265.61
1020.2023/0002859-9;Certificado de Conclusão;deferido;05/05/2023 17:28:45;SQL;076.268.0017-6;RUA ICATUAÇU, 99, VILA BANCÁRIA MUNHOZ;02757100;R2h, R2h-1;25563-23-SP-CCE;Totalmente;402.2
1020.2023/0002648-0;Certificado de Conclusão;deferido;05/04/2023 13:01:59;SQL;112.134.0017-0;AV   OLIVEIRA FREIRE, 340, 344, S MIGUEL PAULISTA;08080570;HIS;25569-23-SP-CCE;Totalmente;633.92
1020.2023/0002649-9;Certificado de Conclusão;deferido;06/04/2023 19:39:43;SQL;072.168.0360-4;Av. Imirim, 702 e 728, Santana;02464000;HIS;25570-23-SP-CCE;Totalmente;16091.35
1020.2023/0003192-1;Certificado de Conclusão;deferido;06/04/2023 18:26:44;SQL;090.136.0009-3;RUA TONINHAS , 345, CHACARA CAMPO GRANDE;04691040;R2h, R2h-2;25591-23-SP-CCE;Totalmente;339.5
1020.2023/0003641-9;Certificado de Conclusão;deferido;03/04/2023 16:39:03;SQL;111.421.0030-7;AVENIDA JOÃO BATISTA DE OLIVEIRA , 102, VILA ROBERTINA;03807000;R2h, R2h-1;25631-23-SP-CCE;Totalmente;449.28
1020.2023/0003389-4;Certificado de Conclusão;deferido;03/04/2023 14:50:27;SQL, SQL, SQL, SQL, SQL, SQL, SQL;037.037.0040-8, 037.037.0041-6, 037.037.0042-4, 037.037.0043-2, 037.037.0044-0, 037.037.0045-9, 037.037.0046-7;Rua França Pinto, 1100, Vila Mariana, R França Pinto, 1108, Vila Mariana, Rua França Pinto, 1116, Vila Mariana, Rua França Pinto, 1120, Vila Mariana, Rua França Pinto, 1122-1124, Vila Mariana, rua França Pinto, 1128-1132, Vila Mariana, Rua França Pinto, 1138, Vila Mariana;04016004, 04016004, 04016004, 04016004, 04016004, 04016004, 04016004;R2v, nR1, R2v-2, nR1-3, nR1-6;25658-23-SP-CCE;Totalmente;9854.36
1020.2023/0002824-6;Certificado de Conclusão;deferido;22/09/2023 12:29:44;SQL;116.439.0062-4;Rua Tupã, 261, Jd. Vila Formosa;03460050;HIS;25659-23-SP-CCE;Totalmente;598.12
1020.2023/0003102-6;Certificado de Conclusão;deferido;22/03/2023 18:43:12;SQL;113.176.0017-6;R   JOSE GUEDES, 107, Jardim Santa Thereza;03567130;HIS;25688-23-SP-CCE;Totalmente;624.09
1020.2023/0003185-9;Certificado de Conclusão;deferido;16/06/2023 15:27:42;SQL;090.163.0017-1;RUA NOVA FÁTIMA, 165, JARDIM JUÁ;04688040;R2h, R2h-1;25690-23-SP-CCE;Totalmente;272.5
1020.2023/0003178-6;Certificado de Conclusão;deferido;21/03/2023 14:21:05;SQL;111.488.0170-6;RUA JOÃO JOSÉ DE QUEIROZ, 591 595, VL SAO FRANCISCO;03679000;R2v, R2v-1;25702-23-SP-CCE;Totalmente;1147.33
1020.2023/0003350-9;Certificado de Conclusão;deferido;31/08/2023 21:05:43;SQL;150.122.0010-0;R   PAULINO CURSI, 341, ITAQUERA;03960060;HIS;25708-23-SP-CCE;Totalmente;815.4
1020.2023/0004331-8;Certificado de Conclusão;deferido;19/04/2023 16:07:45;SQL;009.073.0280-7;Rua Pamplona, 950, Jardim Paulista;01405001;R2v, nR1, R2v-1, nR1-3, nR1-12;25718-23-SP-CCE;Parcialmente;217.9
1020.2023/0003324-0;Certificado de Conclusão;deferido;04/05/2023 11:03:34;SQL;020.069.0001-3;RUA TURIASSÚ, 189, CASA, PERDIZES;05005001;nR1, nR1-3;25727-23-SP-CCE;Totalmente;252.83
1020.2023/0003665-6;Certificado de Conclusão;deferido;28/03/2023 12:58:08;SQL;058.195.0018-0;RUA DOUTOR ODILON BUENO, 196, JARDIM TRIANA;03553010;R2h, R2h-1;25735-23-SP-CCE;Totalmente;294.08
1020.2023/0003394-0;Certificado de Conclusão;deferido;06/04/2023 14:53:44;SQL, SQL;111.358.0021-8, 111.358.0022-6;AVENIDA SÃO MIGUEL, S/N, ERMELINO MATARAZZO, AVENIDA SÃO MIGUEL, S/N, ERMELINO MATARAZZO;03602000, 03602000;nR2, nR2-1;25755-23-SP-CCE;Totalmente;520.56
1020.2023/0003107-7;Certificado de Conclusão;deferido;03/04/2023 18:18:59;SQL;113.176.0003-6;R   HERMES DE MOURA BORGES, 92, Vila Santa Thereza;03567120;HIS;25760-23-SP-CCE;Totalmente;1005.1
1020.2023/0003120-4;Certificado de Conclusão;deferido;14/04/2023 16:10:50;SQL;112.286.0011-1;Rua José dias Miranda, 89, São Miguel Paulista;08011020;HIS;25761-23-SP-CCE;Totalmente;1051.9
1020.2023/0003514-5;Certificado de Conclusão;deferido;21/03/2023 12:00:12;SQL;112.358.0007-4;RUA JOSÉ ALDO PIASSÍ, 288, LOTE 27, QUADRA E, SÃO MIGUEL PAULISTA;08011300;R2h, R2h-1;25798-23-SP-CCE;Totalmente;338.35
1020.2023/0003515-3;Certificado de Conclusão;deferido;25/08/2023 10:43:46;SQL;152.146.0026-6;Rua Alvaro Lessa, 318, Jd Santa Adelia;03972060;R2h, R2h-1;25821-23-SP-CCE;Totalmente;287.03
1020.2023/0003519-6;Certificado de Conclusão;deferido;03/04/2023 16:29:48;SQL;118.422.0001-0;RUA LEONARDO VILAS BOAS esquina com RUA DR JOSE CASSIO SOARES, 474, PARQUE SAO LUCAS;03240000;R2h, R2h-1;25823-23-SP-CCE;Totalmente;237.69
