sistema,processo,protocolo,codigoAssuntoObra,situacaoDespacho,unidade,dtEmissaoDespacho,dtPublicacaoDespacho,dt_inclusao
AprovaDigital,1020.2022/0020059-4,21662-22-SP-TAX,63486d59fd083a00092bf54c,NULL,SMUL/CONTRU,2023-01-31,2023-01-31,2023-08-31 14:46:00
AprovaDigital,1020.2022/0021140-5,21663-22-SP-ERB,63486f58ea9411000999c79f,NULL,SMUL/CAP,2022-11-04,2022-11-04,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020445-0,21664-22-SP-REF,634870500ab6510009d61b75,NULL,SMUL/SERVIN/DSIMP,2023-03-27,2023-03-27,2023-08-31 14:46:00
AprovaDigital,1020.2022/0019839-5,21666-22-SP-ALV,6348842143e5ea00097b6bcf,NULL,SMUL/PARHIS/DHMP,2023-03-23,2023-03-23,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020801-3,21667-22-SP-AUT,634884542944aa000972a45a,NULL,SMUL/CAP/DEPROT,2022-10-28,2022-10-28,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020136-1,21669-22-SP-ALV,63489050ac5b460009817007,NULL,SMUL/RESID/DRGP,2023-01-16,2023-01-16,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020234-1,21670-22-SP-ALV,6348928e45c3af00092d6a8b,NULL,SMUL/RESID/DRGP,2023-02-08,2023-02-08,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020363-1,21671-22-SP-CDT,6348942154c4ba00092a86ef,NULL,SMUL/CONTRU/DINS,2022-11-30,2022-11-30,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020235-0,21673-22-SP-ALV,6348b476bb83190009307284,NULL,SMUL/RESID/DRGP,2023-05-24,2023-05-24,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020223-6,21676-22-SP-ALV,63495ef24f5505000998b168,NULL,SMUL/PARHIS/DPS,2023-02-12,2023-02-12,2023-08-31 14:46:00
AprovaDigital,1020.2022/0021171-5,21679-22-SP-ALV,6349667a8a416e000ac6e3e4,NULL,SMUL/RESID/DRGP,2023-03-23,2023-03-23,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020306-2,21680-22-SP-ERB,634967a0e58bb800098f8983,NULL,SMUL/CAP,2022-10-20,2022-10-20,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020362-3,21683-22-SP-AUT,63496c18ea361b0009082638,NULL,SMUL/CAP,2022-10-21,2022-10-21,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020800-5,21685-22-SP-ALV,634970b8ee523d00091c2330,NULL,SMUL/RESID/DRGP,2023-05-19,2023-05-19,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020800-5,21685-22-SP-ALV,634970b8ee523d00091c2330,NULL,SMUL/RESID/DRGP,2023-05-19,2023-05-19,2023-08-31 14:46:00
AprovaDigital,1020.2023/0010574-7,28912-23-SP-AUT,646e1eadcd812b00098c58cd,NULL,SMUL/RESID/DRGP,2023-06-15,2023-06-15,2023-08-31 14:46:00
AprovaDigital,1020.2023/0009641-1,28930-23-SP-CCE,646e47e3085c920008fa746a,NULL,SMUL/PARHIS/DHIS,2023-06-14,2023-06-14,2023-08-31 14:46:00
AprovaDigital,1020.2023/0010619-0,28931-23-SP-APO,646e48ec17f49100086df844,NULL,SMUL/RESID/DRGP,2023-07-03,2023-07-03,2023-08-31 14:46:00
AprovaDigital,1020.2023/0010620-4,28932-23-SP-APO,646e49c11ec4b60008790b03,NULL,SMUL/RESID/DRGP,2023-07-03,2023-07-03,2023-08-31 14:46:00
AprovaDigital,1020.2023/0009635-7,28939-23-SP-ALV,646e4fdbbdf9e200082f3ed2,NULL,,2023-05-24,2023-05-24,2023-08-31 14:46:00
AprovaDigital,1020.2023/0010653-0,28941-23-SP-ALV,646e518b5ff4530008f496f0,NULL,SMUL/RESID/DRGP,2023-08-15,2023-08-15,2023-08-31 14:46:00
AprovaDigital,1020.2023/0010582-8,28944-23-SP-AUT,646e564e9709df0008060497,NULL,SMUL/CAP/DEPROT,2023-06-12,2023-06-12,2023-08-31 14:46:00
AprovaDigital,1020.2023/0009639-0,28947-23-SP-ALV,646e590ac2882b000871d5ea,NULL,,2023-05-24,2023-05-24,2023-08-31 14:46:00
AprovaDigital,1020.2023/0009718-3,28948-23-SP-CCE,646e5d48027ce600084f4554,NULL,SMUL/PARHIS/DHIS,2023-08-23,2023-08-23,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020300-3,21690-22-SP-ERB,6349825fc65dc70009244096,NULL,SMUL/CAP,2022-10-20,2022-10-20,2023-08-31 14:46:00
AprovaDigital,1020.2022/0022734-4,21693-22-SP-ERB,63498c16ffbb5c0009433285,NULL,SMUL/CAP,2022-12-01,2022-12-01,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020625-8,21697-22-SP-ERB,6349988fb098f5000a569e93,NULL,SMUL/CAP,2022-10-26,2022-10-26,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020231-7,21698-22-SP-CCE,634999633bfea300096631b2,NULL,SMUL/RESID/DRGP,2022-11-17,2022-11-17,2023-08-31 14:46:00
AprovaDigital,1020.2022/0022126-5,21699-22-SP-ERB,63499a16b098f5000a569f15,NULL,SMUL/CAP,2022-11-22,2022-11-22,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020623-1,21700-22-SP-ERB,63499eaf78df9100095a6097,NULL,SMUL/CAP,2022-10-26,2022-10-26,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020137-0,21701-22-SP-ALV,6349a347e88f500009b372c4,NULL,SMUL/PARHIS/DHMP,2023-05-05,2023-05-05,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020137-0,21701-22-SP-ALV,6349a347e88f500009b372c4,NULL,SMUL/PARHIS/DHMP,2023-05-05,2023-05-05,2023-08-31 14:46:00
AprovaDigital,1020.2022/0019840-9,21704-22-SP-ALV,6349ab956655570009aa88cc,NULL,SMUL/PARHIS/DHMP,2023-07-21,2023-07-21,2023-08-31 14:46:00
AprovaDigital,1020.2022/0019840-9,21704-22-SP-ALV,6349ab956655570009aa88cc,NULL,SMUL/PARHIS/DHMP,2023-07-21,2023-07-21,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020368-2,21706-22-SP-CER,6349b1d71ed35800093878ea,NULL,SMUL/CONTRU/DINS,2023-08-11,2023-08-11,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020214-7,21712-22-SP-ALV,6349cddb7d6d2000092082a6,NULL,SMUL/RESID/DRGP,2023-04-03,2023-04-03,2023-08-31 14:46:00
AprovaDigital,1020.2022/0019966-9,21713-22-SP-MOD,6349ceb38c0a2400096671f8,NULL,SMUL/PARHIS/DHMP,2022-11-04,2022-11-04,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020685-1,21715-22-SP-ALV,6349d4403cd2f80009eb0add,NULL,SMUL/RESID/DRGP,2023-01-31,2023-01-31,2023-08-31 14:46:00
AprovaDigital,1020.2022/0022252-0,21716-22-SP-AUT,6349df5dc8568f000963febd,NULL,,2022-11-24,2022-11-24,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020226-0,21719-22-SP-ALV,634a04d73608100009224592,NULL,SMUL/RESID/DRPM,2022-12-28,2022-12-28,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020993-1,21720-22-SP-ALV,634c0600c1b7590009f32d74,NULL,SMUL/PARHIS/DPS,2023-04-17,2023-04-17,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020380-1,21721-22-SP-ALV,634d341847f10200092ed946,NULL,SMUL/COMIN/DCIMP,2023-07-20,2023-07-20,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020559-6,21728-22-SP-CER,634d58343a88090009f80cec,NULL,SMUL/CONTRU/DSUS,2023-02-09,2023-02-09,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020391-7,21729-22-SP-CCE,634d5a5fccfa270009773db4,NULL,SMUL/PARHIS/DHIS,2023-01-27,2023-01-27,2023-08-31 14:46:00
AprovaDigital,1020.2022/0021058-1,21730-22-SP-CER,634d5ae186f87b0009a7f8df,NULL,SMUL/CONTRU/DSUS,2023-05-25,2023-05-25,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020738-6,21731-22-SP-ERB,634d5bdeab0b3f0009c73059,NULL,SMUL/CAP,2022-10-27,2022-10-27,2023-08-31 14:46:00
AprovaDigital,1020.2022/0021739-0,21733-22-SP-TAX,634d5da9b0a2ff0009ed0a7a,NULL,SMUL/SERVIN,2023-01-31,2023-01-31,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020378-0,21734-22-SP-REF,634d6023ab0b3f0009c7362b,NULL,SMUL/COMIN/DCIMP,2023-05-29,2023-05-29,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020824-2,21737-22-SP-ERB,634d637ab0a2ff0009ed0e5f,NULL,SMUL/CAP,2022-10-28,2022-10-28,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020440-9,21738-22-SP-ALV,634d63f688e1d00009f5662e,NULL,SMUL/RESID/DRGP,2023-03-28,2023-03-28,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020311-9,21739-22-SP-AUT,634d64f20350f60009e5bae6,NULL,SMUL/CAP,2022-10-20,2022-10-20,2023-08-31 14:46:00
AprovaDigital,1020.2022/0019958-8,21740-22-SP-ALV,634d68f5ab0b3f0009c73949,NULL,,2022-10-17,2022-10-17,2023-08-31 14:46:00
AprovaDigital,1020.2022/0019959-6,21742-22-SP-CCE,634d6cd01e8b7300097c27fa,NULL,SMUL/PARHIS/DHIS,2022-11-04,2022-11-04,2023-08-31 14:46:00
AprovaDigital,1020.2022/0019959-6,21742-22-SP-CCE,634d6cd01e8b7300097c27fa,NULL,SMUL/PARHIS/DHIS,2022-11-04,2022-11-04,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020441-7,21743-22-SP-ALV,634d71f657fb5e0009cda135,NULL,SMUL/RESID/DRGP,2023-05-23,2023-05-23,2023-08-31 14:46:00
AprovaDigital,1020.2022/0019960-0,21744-22-SP-CCE,634d73ae6252c400095f8a65,NULL,SMUL/PARHIS/DHIS,2022-11-29,2022-11-29,2023-08-31 14:46:00
AprovaDigital,1020.2022/0019960-0,21744-22-SP-CCE,634d73ae6252c400095f8a65,NULL,SMUL/PARHIS,2023-01-13,2023-01-13,2023-08-31 14:46:00
AprovaDigital,1020.2022/0019960-0,21744-22-SP-CCE,634d73ae6252c400095f8a65,NULL,SMUL/PARHIS,2023-01-13,2023-01-13,2023-08-31 14:46:00
AprovaDigital,1020.2022/0019965-0,21747-22-SP-CCE,634d86a3f3cfc300098868bd,NULL,SMUL/PARHIS/DHIS,2023-06-07,2023-06-07,2023-08-31 14:46:00
AprovaDigital,1020.2022/0019965-0,21747-22-SP-CCE,634d86a3f3cfc300098868bd,NULL,SMUL/PARHIS/DHIS,2023-06-07,2023-06-07,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020622-3,21750-22-SP-ERB,634d947a969c010009e153ed,NULL,SMUL/CAP,2022-10-26,2022-10-26,2023-08-31 14:46:00
AprovaDigital,1020.2022/0019967-7,21751-22-SP-ALV,634d956ce115ad000916852b,NULL,,2022-10-17,2022-10-17,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020051-9,21752-22-SP-ALV,634da0d3f5dd050009a088ba,NULL,SMUL/PARHIS/DHIS,2022-11-01,2022-11-01,2023-08-31 14:46:00
AprovaDigital,1020.2022/0019969-3,21753-22-SP-ALV,634da281ec6a0b0009b8ad99,NULL,,2022-10-17,2022-10-17,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020383-6,21757-22-SP-TAX,634db08dcbdc5500097bb9f1,NULL,SMUL/CONTRU,2023-07-09,2023-07-09,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020382-8,21762-22-SP-ALV,634dc44f73c35e000991c1fc,NULL,SMUL/COMIN/DCIMP,2023-01-06,2023-01-06,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020947-8,21764-22-SP-ALV,634dd8be0eebe3000969addd,NULL,SMUL/COMIN/DCIMP,2023-06-02,2023-06-02,2023-08-31 14:46:00
AprovaDigital,1020.2022/0021235-5,21766-22-SP-ALV,634e8eddb9bf39000903b2ff,NULL,SMUL/PARHIS/DPS,2022-12-11,2022-12-11,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020444-1,21768-22-SP-CCE,634e9ff109416e000929933c,NULL,SMUL/RESID/DRU,2023-04-28,2023-04-28,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020444-1,21768-22-SP-CCE,634e9ff109416e000929933c,NULL,SMUL/RESID/DRU,2023-04-28,2023-04-28,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020948-6,21774-22-SP-ALV,634eaef1ee180a000964bfa9,NULL,SMUL/RESID/DRGP,2023-03-16,2023-03-16,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020387-9,21776-22-SP-ALV,634eb234ddf010000995c393,NULL,SMUL/PARHIS/DHIS,2023-01-31,2023-01-31,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020064-0,21777-22-SP-MOD,634eba39c01847000976aa70,NULL,SMUL/PARHIS/DHIS,2023-02-22,2023-02-22,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020064-0,21777-22-SP-MOD,634eba39c01847000976aa70,NULL,SMUL/PARHIS,2023-07-03,2023-07-03,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020601-0,21778-22-SP-ALV,634ebabf11e70300098b64b6,NULL,SMUL/RESID/DRGP,2023-07-31,2023-07-31,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020069-1,21780-22-SP-ALV,634ec55e0d16d000090017a2,NULL,SMUL/PARHIS/DHMP,2023-04-06,2023-04-06,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020560-0,21781-22-SP-ALV,634ec5e263165e00098876aa,NULL,SMUL/PARHIS/DPS,2023-03-20,2023-03-20,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020602-9,21782-22-SP-ALV,634ec6ae0d16d00009001962,NULL,SMUL/RESID/DRPM,2023-04-10,2023-04-10,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020490-5,21785-22-SP-AUT,634ecaed60d64100099b269b,NULL,SMUL/CAP,2022-10-23,2022-10-23,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020483-2,21788-22-SP-ERB,634ed677f42bb5000937cb28,NULL,SMUL/CAP,2022-10-23,2022-10-23,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020604-5,21789-22-SP-TAX,634ed770f79a5c0009344d64,NULL,SMUL/SERVIN,2023-04-14,2023-04-14,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020599-5,21793-22-SP-ALV,634ee0ad97d02300091b9b7e,NULL,SMUL/RESID/DRPM,2023-04-10,2023-04-10,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020599-5,21793-22-SP-ALV,634ee0ad97d02300091b9b7e,NULL,SMUL/RESID/DRPM,2023-04-10,2023-04-10,2023-08-31 14:46:00
AprovaDigital,1020.2022/0021227-4,21794-22-SP-ALV,634ee0f742c4e500092fa0de,NULL,SMUL/COMIN/DCIMP,2023-07-11,2023-07-11,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020496-4,21800-22-SP-ALV,634ef05c392d2c0009c8f6d2,NULL,SMUL/PARHIS/DHIS,2023-06-16,2023-06-16,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020496-4,21800-22-SP-ALV,634ef05c392d2c0009c8f6d2,NULL,SMUL/PARHIS/DHIS,2023-06-16,2023-06-16,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020447-6,21803-22-SP-ALV,634efa07c90be00009576c10,NULL,SMUL/RESID/DRPM,2023-02-06,2023-02-06,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020127-2,21805-22-SP-APO,634f0797237c6500093abd5e,NULL,SMUL/PARHIS/DHIS,2022-11-17,2022-11-17,2023-08-31 14:46:00
AprovaDigital,1020.2022/0021629-6,21806-22-SP-REF,634f091809a90d0009ed41a0,NULL,SMUL/RESID/DRGP,2023-01-12,2023-01-12,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020142-6,21809-22-SP-CCE,634f159520448e00094a0559,NULL,SMUL/PARHIS/DHIS,2022-11-21,2022-11-21,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020142-6,21809-22-SP-CCE,634f159520448e00094a0559,NULL,SMUL/PARHIS/DHIS,2022-12-22,2022-12-22,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020392-5,21815-22-SP-CCE,634f2d20b3b2840009dbfbad,NULL,SMUL/PARHIS/DHIS,2022-12-19,2022-12-19,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020621-5,21816-22-SP-ERB,634f32261f811300099b0777,NULL,SMUL/CAP,2022-10-26,2022-10-26,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020071-3,21818-22-SP-ALV,634f50a2c4ee3f00090f77f3,NULL,,2022-10-18,2022-10-18,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020484-0,21821-22-SP-ERB,634ff4bc200a3f0009058493,NULL,SMUL/CAP,2022-10-23,2022-10-23,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020484-0,21821-22-SP-ERB,634ff4bc200a3f0009058493,NULL,SMUL/CAP,2022-10-23,2022-10-23,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020567-7,21823-22-SP-ERB,634ffc3849e34c0009f7a390,NULL,SMUL/CAP/DEPROT,2022-10-25,2022-10-25,2023-08-31 14:46:00
AprovaDigital,1020.2023/0000946-2,21824-22-SP-REF,63500506d57e0f0009a6ae73,NULL,SMUL/PARHIS/DHMP,2023-03-06,2023-03-06,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020144-2,21825-22-SP-TAX,6350071a2f783d0009c93bfe,NULL,SMUL/PARHIS,2022-11-21,2022-11-21,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020145-0,21826-22-SP-CCE,635010792c54a9000994c3dd,NULL,SMUL/PARHIS/DHIS,2023-01-24,2023-01-24,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020145-0,21826-22-SP-CCE,635010792c54a9000994c3dd,NULL,SMUL/PARHIS/DHIS,2023-01-24,2023-01-24,2023-08-31 14:46:00
AprovaDigital,1020.2022/0021791-8,21827-22-SP-ALV,6350135bd045b10009c72e7f,NULL,SMUL/PARHIS/DHMP,2023-05-10,2023-05-10,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020147-7,21831-22-SP-APO,635032bd5ebff400098f399b,NULL,SMUL/PARHIS/DHMP,2023-03-10,2023-03-10,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020147-7,21831-22-SP-APO,635032bd5ebff400098f399b,NULL,SMUL/PARHIS/DHMP,2023-03-10,2023-03-10,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020565-0,21832-22-SP-ALV,635038555b635c0009c9c260,NULL,SMUL/RESID/DRPM,2023-06-27,2023-06-27,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020802-1,21833-22-SP-CCE,63503fd38c4cde00091f32d6,NULL,SMUL/RESID/DRGP,2022-11-10,2022-11-10,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020564-2,21834-22-SP-ALV,635040931c6fd100093383a4,NULL,SMUL/RESID/DRGP,2023-05-11,2023-05-11,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020564-2,21834-22-SP-ALV,635040931c6fd100093383a4,NULL,SMUL/RESID/DRGP,2023-05-11,2023-05-11,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020566-9,21839-22-SP-ALV,635046fc0c23880009f1d5b6,NULL,SMUL/RESID/DRGP,2023-05-19,2023-05-19,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020566-9,21839-22-SP-ALV,635046fc0c23880009f1d5b6,NULL,SMUL/RESID/DRGP,2023-05-19,2023-05-19,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020580-4,21841-22-SP-CCE,63504a95c2e28b00095059ae,NULL,SMUL/PARHIS/DHIS,2022-11-10,2022-11-10,2023-08-31 14:46:00
AprovaDigital,1020.2022/0021169-3,21844-22-SP-AUT,6350522a6063a2000918f602,NULL,SMUL/RESID/DRGP,2022-11-25,2022-11-25,2023-08-31 14:46:00
AprovaDigital,1020.2022/0021169-3,21844-22-SP-AUT,6350522a6063a2000918f602,NULL,SMUL/RESID/DRGP,2022-11-25,2022-11-25,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020450-6,21845-22-SP-ALV,635052dd4b960f0009b97182,NULL,SMUL/RESID/DRGP,2023-02-09,2023-02-09,2023-08-31 14:46:00
AprovaDigital,1020.2022/0022774-3,21848-22-SP-ALV,63505c264b960f0009b97742,NULL,SMUL/PARHIS/DPS,2023-07-04,2023-07-04,2023-08-31 14:46:00
AprovaDigital,1020.2022/0021052-2,21850-22-SP-ALV,635060bdfd2af00009f53608,NULL,SMUL/RESID/DRGP,2023-01-31,2023-01-31,2023-08-31 14:46:00
AprovaDigital,1020.2022/0021173-1,21851-22-SP-ALV,6350732015fa9f000963e9b4,NULL,SMUL/RESID/DRGP,2023-07-28,2023-07-28,2023-08-31 14:46:00
AprovaDigital,1020.2022/0021173-1,21851-22-SP-ALV,6350732015fa9f000963e9b4,NULL,SMUL/RESID/DRGP,2023-07-28,2023-07-28,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020983-4,21857-22-SP-ALV,635142a450c83200091e04e2,NULL,SMUL/RESID/DRGP,2023-05-23,2023-05-23,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020319-4,21858-22-SP-CCE,6351430da96bf500097cf04f,NULL,SMUL/PARHIS/DHMP,2023-08-04,2023-08-04,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020952-4,21863-22-SP-AUT,63515699d78f3c0009d09678,NULL,SMUL/PARHIS/DHIS,2023-03-03,2023-03-03,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020952-4,21863-22-SP-AUT,63515699d78f3c0009d09678,NULL,SMUL/PARHIS/DHIS,2023-03-03,2023-03-03,2023-08-31 14:46:00
AprovaDigital,1020.2022/0021537-0,21864-22-SP-CER,6351587b8310e90009d45713,NULL,SMUL/CONTRU/DSUS,2023-08-01,2023-08-01,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020735-1,21865-22-SP-ERB,63516886b9797c00095c4621,NULL,SMUL/CAP,2022-10-27,2022-10-27,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020606-1,21866-22-SP-ALV,635168c5b9797c00095c4653,NULL,SMUL/RESID/DRGP,2023-02-09,2023-02-09,2023-08-31 14:46:00
AprovaDigital,1020.2022/0024175-4,21869-22-SP-ERB,6351809c3bcf13000996b9b2,NULL,SMUL/CAP,2022-12-26,2022-12-26,2023-08-31 14:46:00
AprovaDigital,1020.2022/0021130-8,21873-22-SP-ERB,63518c86d3781400096a4f14,NULL,SMUL/CAP,2022-11-04,2022-11-04,2023-08-31 14:46:00
AprovaDigital,1020.2022/0021994-5,21877-22-SP-ERB,635192289c700d0009cedc57,NULL,SMUL/CAP,2022-11-21,2022-11-21,2023-08-31 14:46:00
AprovaDigital,1020.2022/0021073-5,21881-22-SP-ERB,635199697850900009ce0606,NULL,SMUL/CAP,2022-11-02,2022-11-02,2023-08-31 14:46:00
AprovaDigital,1020.2022/0021127-8,21883-22-SP-ERB,63519d301f426e00090fc2d3,NULL,SMUL/CAP,2022-11-04,2022-11-04,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020616-9,21885-22-SP-ALV,6351a47a8acf290009faf923,NULL,SMUL/RESID/DRU,2023-05-23,2023-05-23,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020929-0,21887-22-SP-ERB,6351ab051fef110009798f34,NULL,SMUL/CAP,2022-11-01,2022-11-01,2023-08-31 14:46:00
AprovaDigital,1020.2022/0021074-3,21889-22-SP-ERB,6351ac2b1fef110009798f87,NULL,SMUL/CAP,2022-11-02,2022-11-02,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020728-9,21891-22-SP-ERB,6351ad1e7673fe0009fac13e,NULL,SMUL/CAP,2022-10-27,2022-10-27,2023-08-31 14:46:00
AprovaDigital,1020.2022/0022810-3,21893-22-SP-ERB,6351b88ab5681a00093a9f3c,NULL,SMUL/CAP,2022-12-02,2022-12-02,2023-08-31 14:46:00
AprovaDigital,1020.2022/0021175-8,21895-22-SP-AUT,6351ba56cfc28b00092e33cc,NULL,SMUL/CAP/DEPROT,2022-11-04,2022-11-04,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020388-7,21898-22-SP-ALV,6351c4f3f9de900008259c4d,NULL,SMUL/PARHIS/DHMP,2023-05-12,2023-05-12,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020388-7,21898-22-SP-ALV,6351c4f3f9de900008259c4d,NULL,SMUL/PARHIS/DHMP,2023-05-12,2023-05-12,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020610-0,21899-22-SP-ALV,6351c5daa0681d000915ba99,NULL,SMUL/RESID/DRU,2023-03-27,2023-03-27,2023-08-31 14:46:00
AprovaDigital,1020.2022/0021059-0,21902-22-SP-ALV,6352866c44220a0009e0caad,NULL,SMUL/RESID/DRPM,2023-05-10,2023-05-10,2023-08-31 14:46:00
AprovaDigital,1020.2022/0021059-0,21902-22-SP-ALV,6352866c44220a0009e0caad,NULL,SMUL/RESID/DRPM,2023-05-10,2023-05-10,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020612-6,21903-22-SP-CCE,635290420793e5000989b3ba,NULL,SMUL/RESID/DRGP,2022-11-03,2022-11-03,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020686-0,21911-22-SP-CCE,6352b8991fc8eb00097f7f58,NULL,SMUL/RESID/DRGP,2022-11-17,2022-11-17,2023-08-31 14:46:00
AprovaDigital,1020.2022/0021067-0,21912-22-SP-ALV,6352c1fd1416230009af5414,NULL,SMUL/PARHIS/DPS,2023-07-04,2023-07-04,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020617-7,21913-22-SP-CCE,6352c953b1c5ad0009976b28,NULL,SMUL/RESID/DRPM,2023-02-14,2023-02-14,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020617-7,21913-22-SP-CCE,6352c953b1c5ad0009976b28,NULL,SMUL/RESID/DRPM,2023-02-14,2023-02-14,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020393-3,21914-22-SP-ALV,6352ccbc1f504500099324b9,NULL,,2022-10-21,2022-10-21,2023-08-31 14:46:00
AprovaDigital,1020.2022/0021047-6,21917-22-SP-CCE,6352dca7efafb700094aa11b,NULL,SMUL/RESID/DRGP,2022-12-06,2022-12-06,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020687-8,21918-22-SP-CCE,6352e2405af94700097367bd,NULL,SMUL/RESID/DRGP,2022-12-01,2022-12-01,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020956-7,21922-22-SP-REF,6352eacbbe585b0009671ceb,NULL,SMUL/COMIN/DCIGP,2023-08-18,2023-08-18,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020930-3,21929-22-SP-ERB,6352f4fe64b93300098de5c4,NULL,SMUL/CAP,2022-11-01,2022-11-01,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020494-8,21933-22-SP-ALV,6352fc8d3f50e60009d85e6d,NULL,SMUL/PARHIS/DHIS,2022-11-03,2022-11-03,2023-08-31 14:46:00
AprovaDigital,1020.2022/0020394-1,21934-22-SP-APO,635301b264b93300098de94d,NULL,SMUL/PARHIS/DHIS,2022-11-04,2022-11-04,2023-08-31 14:46:00
