sistema,processo,protocolo,ano,dtAberturaProcesso,situacao,codigoProcesso,digitoProcesso,dt_inclusao
AprovaDigital,1020.2022/0000574-0,10133-22-SP-ALV,2022,2022-01-18,deferido,1020.2022/0000574-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2022/0000575-9,10150-22-SP-ALV,2022,2022-01-18,deferido,1020.2022/0000575-9,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2022/0000576-7,6232-21-SP-CER,2021,2021-09-02,em análise,1020.2022/0000576-7,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2022/0000577-5,6416-21-SP-CER,2021,2021-09-09,em análise,1020.2022/0000577-5,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2022/0000578-3,10115-22-SP-DIR,2022,2022-01-17,deferido,1020.2022/0000578-3,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2022/0000579-1,9275-21-SP-CER,2021,2021-12-14,em análise,1020.2022/0000579-1,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2022/0000580-5,9219-21-SP-CER,2021,2021-12-13,em análise,1020.2022/0000580-5,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2022/0000581-3,9089-21-SP-ALV,2021,2021-12-09,em análise,1020.2022/0000581-3,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2022/0000582-1,9216-21-SP-CDT,2021,2021-12-13,indeferido e encerra,1020.2022/0000582-1,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2022/0000583-0,9250-21-SP-ALV,2021,2021-12-14,em análise,1020.2022/0000583-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2022/0000584-8,5175-21-SP-CER,2021,2021-08-02,indeferido,1020.2022/0000584-8,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2022/0000585-6,9765-21-SP-REF,2021,2021-12-29,indeferido e encerra,1020.2022/0000585-6,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2022/0000587-2,9821-22-SP-ALV,2022,2022-01-04,deferido,1020.2022/0000587-2,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2022/0000588-0,10033-22-SP-CER,2022,2022-01-13,deferido,1020.2022/0000588-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2022/0000589-9,9930-22-SP-REF,2022,2022-01-10,indeferido,1020.2022/0000589-9,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2022/0000590-2,9793-22-SP-ALV,2022,2022-01-03,em análise,1020.2022/0000590-2,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2022/0000591-0,9861-22-SP-ALV,2022,2022-01-06,indeferido e encerra,1020.2022/0000591-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2022/0000592-9,9862-22-SP-ALV,2022,2022-01-06,indeferido e encerra,1020.2022/0000592-9,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2022/0000593-7,9870-22-SP-AUT,2022,2022-01-06,deferido,1020.2022/0000593-7,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2022/0000594-5,9801-22-SP-REF,2022,2022-01-03,em análise,1020.2022/0000594-5,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2022/0000595-3,9852-22-SP-ALV,2022,2022-01-06,deferido,1020.2022/0000595-3,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2022/0000596-1,9938-22-SP-REF,2022,2022-01-10,em análise,1020.2022/0000596-1,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2022/0000597-0,10020-22-SP-TAX,2022,2022-01-12,deferido,1020.2022/0000597-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2022/0000598-8,9969-22-SP-ALV,2022,2022-01-11,deferido,1020.2022/0000598-8,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2022/0000599-6,10034-22-SP-ALV,2022,2022-01-13,deferido,1020.2022/0000599-6,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2022/0000600-3,10029-22-SP-AUT,2022,2022-01-13,desistido,1020.2022/0000600-3,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2022/0000601-1,10048-22-SP-ALV,2022,2022-01-13,deferido,1020.2022/0000601-1,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2022/0000602-0,9974-22-SP-ALV,2022,2022-01-11,deferido,1020.2022/0000602-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2022/0000603-8,10072-22-SP-CCE,2022,2022-01-14,deferido,1020.2022/0000603-8,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2022/0000604-6,9986-22-SP-AUT,2022,2022-01-12,deferido,1020.2022/0000604-6,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2022/0000605-4,10050-22-SP-ALV,2022,2022-01-13,indeferido,1020.2022/0000605-4,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2022/0000606-2,9075-21-SP-CER,2021,2021-12-09,em análise,1020.2022/0000606-2,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2022/0000607-0,9896-22-SP-ALV,2022,2022-01-07,deferido,1020.2022/0000607-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2022/0000608-9,9998-22-SP-ALV,2022,2022-01-12,deferido,1020.2022/0000608-9,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2022/0000609-7,10059-22-SP-ALV,2022,2022-01-13,deferido,1020.2022/0000609-7,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009581-0,1955-21-SP-SAO,2021,2021-03-24,em análise,1020.2021/0009581-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009582-9,4560-21-SP-ALV,2021,2021-07-13,desistido,1020.2021/0009582-9,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009583-7,4567-21-SP-ALV,2021,2021-07-13,desistido,1020.2021/0009583-7,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009584-5,3161-21-SP-REF,2021,2021-05-17,em análise,1020.2021/0009584-5,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009585-3,4583-21-SP-ALV,2021,2021-07-13,indeferido e encerra,1020.2021/0009585-3,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009586-1,4585-21-SP-ALV,2021,2021-07-13,deferido,1020.2021/0009586-1,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009587-0,1817-21-SP-NEW,2021,2021-03-16,deferido,1020.2021/0009587-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009588-8,3369-21-SP-REF,2021,2021-05-25,em análise,1020.2021/0009588-8,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009589-6,3681-21-SP-ALV,2021,2021-06-08,em análise,1020.2021/0009589-6,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009590-0,3822-21-SP-DEM,2021,2021-06-11,em análise,1020.2021/0009590-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009591-8,3982-21-SP-ALV,2021,2021-06-18,deferido,1020.2021/0009591-8,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009592-6,4409-21-SP-REF,2021,2021-07-05,deferido,1020.2021/0009592-6,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009593-4,4588-21-SP-ALV,2021,2021-07-13,deferido,1020.2021/0009593-4,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009594-2,4419-21-SP-REF,2021,2021-07-06,em análise,1020.2021/0009594-2,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009595-0,4424-21-SP-ALV,2021,2021-07-06,em análise,1020.2021/0009595-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009596-9,4440-21-SP-REF,2021,2021-07-06,em análise,1020.2021/0009596-9,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009597-7,4444-21-SP-ALV,2021,2021-07-07,desistido,1020.2021/0009597-7,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009598-5,4451-21-SP-ALV,2021,2021-07-07,deferido,1020.2021/0009598-5,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009599-3,4475-21-SP-ALV,2021,2021-07-08,deferido,1020.2021/0009599-3,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009600-0,4418-21-SP-REF,2021,2021-07-06,em análise,1020.2021/0009600-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009636-1,4566-21-SP-TAX,2021,2021-07-13,desistido,1020.2021/0009636-1,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009637-0,4531-21-SP-ALV,2021,2021-07-12,deferido,1020.2021/0009637-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009638-8,4577-21-SP-ALV,2021,2021-07-13,deferido,1020.2021/0009638-8,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009639-6,3250-21-SP-ALV,2021,2021-05-20,em análise,1020.2021/0009639-6,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009640-0,4617-21-SP-ALV,2021,2021-07-14,indeferido e encerra,1020.2021/0009640-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009641-8,4243-21-SP-ALV,2021,2021-06-29,em análise,1020.2021/0009641-8,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009642-6,4312-21-SP-ALV,2021,2021-07-01,desistido,1020.2021/0009642-6,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009643-4,4618-21-SP-APO,2021,2021-07-14,deferido,1020.2021/0009643-4,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009644-2,4623-21-SP-ALV,2021,2021-07-14,indeferido e encerra,1020.2021/0009644-2,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009645-0,4427-21-SP-ALV,2021,2021-07-06,desistido,1020.2021/0009645-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009646-9,4631-21-SP-ALV,2021,2021-07-14,indeferido e encerra,1020.2021/0009646-9,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009647-7,4635-21-SP-ALV,2021,2021-07-14,indeferido e encerra,1020.2021/0009647-7,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009649-3,2923-21-SP-ALV,2021,2021-05-06,indeferido e encerra,1020.2021/0009649-3,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009650-7,4632-21-SP-ALV,2021,2021-07-14,em análise,1020.2021/0009650-7,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009651-5,4639-21-SP-ALV,2021,2021-07-14,indeferido e encerra,1020.2021/0009651-5,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009652-3,4602-21-SP-REF,2021,2021-07-13,indeferido,1020.2021/0009652-3,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009653-1,4412-21-SP-ALV,2021,2021-07-05,deferido,1020.2021/0009653-1,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009654-0,4629-21-SP-ALV,2021,2021-07-14,em análise,1020.2021/0009654-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009655-8,4565-21-SP-ALV,2021,2021-07-13,em análise,1020.2021/0009655-8,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009656-6,4638-21-SP-TAX,2021,2021-07-14,desistido,1020.2021/0009656-6,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009657-4,4491-21-SP-ALV,2021,2021-07-08,em análise,1020.2021/0009657-4,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009658-2,4641-21-SP-ALV,2021,2021-07-14,indeferido e encerra,1020.2021/0009658-2,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009659-0,4488-21-SP-ALV,2021,2021-07-08,em análise,1020.2021/0009659-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009660-4,3932-21-SP-ALV,2021,2021-06-16,em análise,1020.2021/0009660-4,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009661-2,4486-21-SP-ALV,2021,2021-07-08,deferido,1020.2021/0009661-2,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009662-0,4441-21-SP-ALV,2021,2021-07-07,em análise,1020.2021/0009662-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009663-9,4430-21-SP-CER,2021,2021-07-06,em análise,1020.2021/0009663-9,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009664-7,4426-21-SP-ALV,2021,2021-07-06,em análise,1020.2021/0009664-7,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009665-5,4422-21-SP-CDT,2021,2021-07-06,deferido,1020.2021/0009665-5,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009666-3,4366-21-SP-ALV,2021,2021-07-03,indeferido,1020.2021/0009666-3,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009667-1,4348-21-SP-ALV,2021,2021-07-02,deferido,1020.2021/0009667-1,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009668-0,4337-21-SP-CDT,2021,2021-07-02,indeferido e encerra,1020.2021/0009668-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009669-8,4294-21-SP-CER,2021,2021-06-30,em análise,1020.2021/0009669-8,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009670-1,3940-21-SP-REF,2021,2021-06-16,em análise,1020.2021/0009670-1,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009671-0,4645-21-SP-ALV,2021,2021-07-14,indeferido e encerra,1020.2021/0009671-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009672-8,4647-21-SP-ALV,2021,2021-07-14,indeferido e encerra,1020.2021/0009672-8,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009673-6,3906-21-SP-ALV,2021,2021-06-15,em análise,1020.2021/0009673-6,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009674-4,3760-21-SP-DLR,2021,2021-06-10,indeferido,1020.2021/0009674-4,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009675-2,3716-21-SP-CER,2021,2021-06-09,em análise,1020.2021/0009675-2,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009676-0,4452-21-SP-APO,2021,2021-07-07,deferido,1020.2021/0009676-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009677-9,4650-21-SP-ALV,2021,2021-07-14,indeferido e encerra,1020.2021/0009677-9,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009726-0,4467-21-SP-ALV,2021,2021-07-07,deferido,1020.2021/0009726-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009728-7,4646-21-SP-ALV,2021,2021-07-14,deferido,1020.2021/0009728-7,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009729-5,4665-21-SP-ALV,2021,2021-07-15,em análise,1020.2021/0009729-5,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009730-9,4670-21-SP-DIR,2021,2021-07-15,deferido,1020.2021/0009730-9,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009731-7,3579-21-SP-ALV,2021,2021-06-02,em análise,1020.2021/0009731-7,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009732-5,4544-21-SP-ALV,2021,2021-07-12,em análise,1020.2021/0009732-5,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009733-3,4673-21-SP-ALV,2021,2021-07-15,deferido,1020.2021/0009733-3,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009734-1,4520-21-SP-ALV,2021,2021-07-12,deferido,1020.2021/0009734-1,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009735-0,4494-21-SP-ALV,2021,2021-07-08,indeferido,1020.2021/0009735-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009736-8,4480-21-SP-DEM,2021,2021-07-08,deferido,1020.2021/0009736-8,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009737-6,4677-21-SP-ALV,2021,2021-07-15,indeferido e encerra,1020.2021/0009737-6,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009738-4,4363-21-SP-ALV,2021,2021-07-02,deferido,1020.2021/0009738-4,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009739-2,4331-21-SP-ALV,2021,2021-07-01,deferido,1020.2021/0009739-2,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009740-6,4680-21-SP-ALV,2021,2021-07-15,indeferido e encerra,1020.2021/0009740-6,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009788-0,4682-21-SP-ALV,2021,2021-07-15,em análise,1020.2021/0009788-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009789-9,4686-21-SP-ALV,2021,2021-07-15,em análise,1020.2021/0009789-9,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009790-2,4689-21-SP-DEM,2021,2021-07-16,desistido,1020.2021/0009790-2,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009791-0,4685-21-SP-DEM,2021,2021-07-15,em análise,1020.2021/0009791-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009793-7,4681-21-SP-ALV,2021,2021-07-15,deferido,1020.2021/0009793-7,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009794-5,4698-21-SP-ALV,2021,2021-07-16,em análise,1020.2021/0009794-5,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009795-3,4644-21-SP-ALV,2021,2021-07-14,em análise,1020.2021/0009795-3,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009796-1,4129-21-SP-CDT,2021,2021-06-24,deferido,1020.2021/0009796-1,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009797-0,4456-21-SP-ALV,2021,2021-07-07,em análise,1020.2021/0009797-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009798-8,4611-21-SP-TAX,2021,2021-07-14,deferido,1020.2021/0009798-8,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009799-6,4587-21-SP-ALV,2021,2021-07-13,em análise,1020.2021/0009799-6,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009800-3,4570-21-SP-ALV,2021,2021-07-13,deferido,1020.2021/0009800-3,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009801-1,4535-21-SP-ALV,2021,2021-07-12,deferido,1020.2021/0009801-1,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009802-0,4524-21-SP-ALV,2021,2021-07-12,em análise,1020.2021/0009802-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009803-8,4690-21-SP-CCE,2021,2021-07-16,deferido,1020.2021/0009803-8,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009804-6,4519-21-SP-ALV,2021,2021-07-12,em análise,1020.2021/0009804-6,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009805-4,4516-21-SP-ALV,2021,2021-07-12,em análise,1020.2021/0009805-4,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009806-2,4511-21-SP-REF,2021,2021-07-11,em análise,1020.2021/0009806-2,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009807-0,4506-21-SP-REF,2021,2021-07-08,em análise,1020.2021/0009807-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009808-9,4493-21-SP-DEM,2021,2021-07-08,indeferido,1020.2021/0009808-9,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009809-7,4464-21-SP-REF,2021,2021-07-07,deferido,1020.2021/0009809-7,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009810-0,4463-21-SP-APO,2021,2021-07-07,deferido,1020.2021/0009810-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009811-9,4445-21-SP-ALV,2021,2021-07-07,indeferido,1020.2021/0009811-9,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009812-7,4720-21-SP-ALV,2021,2021-07-16,deferido,1020.2021/0009812-7,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009813-5,4283-21-SP-ALV,2021,2021-06-30,em análise,1020.2021/0009813-5,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009814-3,4192-21-SP-REF,2021,2021-06-25,em análise,1020.2021/0009814-3,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009815-1,4716-21-SP-ALV,2021,2021-07-16,deferido,1020.2021/0009815-1,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009866-6,4579-21-SP-ALV,2021,2021-07-13,deferido,1020.2021/0009866-6,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009867-4,4707-21-SP-ALV,2021,2021-07-16,deferido,1020.2021/0009867-4,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009868-2,4717-21-SP-ALV,2021,2021-07-16,em análise,1020.2021/0009868-2,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009869-0,4718-21-SP-ALV,2021,2021-07-16,em análise,1020.2021/0009869-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009870-4,4733-21-SP-ALV,2021,2021-07-18,deferido,1020.2021/0009870-4,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009871-2,4744-21-SP-ALV,2021,2021-07-19,indeferido e encerra,1020.2021/0009871-2,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009872-0,4751-21-SP-ALV,2021,2021-07-19,indeferido e encerra,1020.2021/0009872-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009873-9,4753-21-SP-ALV,2021,2021-07-19,indeferido e encerra,1020.2021/0009873-9,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009874-7,4678-21-SP-ALV,2021,2021-07-15,em análise,1020.2021/0009874-7,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009875-5,4719-21-SP-ALV,2021,2021-07-16,deferido,1020.2021/0009875-5,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009876-3,4750-21-SP-ALV,2021,2021-07-19,deferido,1020.2021/0009876-3,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009877-1,3886-21-SP-CER,2021,2021-06-15,em análise,1020.2021/0009877-1,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009878-0,4660-21-SP-ALV,2021,2021-07-15,deferido,1020.2021/0009878-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009879-8,4657-21-SP-ALV,2021,2021-07-15,deferido,1020.2021/0009879-8,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009880-1,4652-21-SP-ALV,2021,2021-07-14,deferido,1020.2021/0009880-1,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009881-0,4642-21-SP-DEM,2021,2021-07-14,desistido,1020.2021/0009881-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009882-8,4634-21-SP-ALV,2021,2021-07-14,em análise,1020.2021/0009882-8,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009883-6,4607-21-SP-DEM,2021,2021-07-14,em análise,1020.2021/0009883-6,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009884-4,4595-21-SP-REF,2021,2021-07-13,em análise,1020.2021/0009884-4,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009885-2,4528-21-SP-REF,2021,2021-07-12,indeferido,1020.2021/0009885-2,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009886-0,4521-21-SP-REF,2021,2021-07-12,deferido,1020.2021/0009886-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009887-9,4496-21-SP-ALV,2021,2021-07-08,em análise,1020.2021/0009887-9,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009888-7,4473-21-SP-ALV,2021,2021-07-08,deferido,1020.2021/0009888-7,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009889-5,4470-21-SP-DEM,2021,2021-07-07,em análise,1020.2021/0009889-5,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009890-9,4450-21-SP-ALV,2021,2021-07-07,em análise,1020.2021/0009890-9,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009891-7,4449-21-SP-DEM,2021,2021-07-07,deferido,1020.2021/0009891-7,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009892-5,4448-21-SP-DEM,2021,2021-07-07,deferido,1020.2021/0009892-5,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009893-3,4435-21-SP-CER,2021,2021-07-06,indeferido e encerra,1020.2021/0009893-3,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009894-1,4350-21-SP-ALV,2021,2021-07-02,deferido,1020.2021/0009894-1,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009895-0,4345-21-SP-REF,2021,2021-07-02,indeferido,1020.2021/0009895-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009896-8,4286-21-SP-ALV,2021,2021-06-30,deferido,1020.2021/0009896-8,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009897-6,4760-21-SP-ALV,2021,2021-07-19,deferido,1020.2021/0009897-6,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009898-4,4285-21-SP-REF,2021,2021-06-30,indeferido,1020.2021/0009898-4,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009899-2,4076-21-SP-ALV,2021,2021-06-22,deferido,1020.2021/0009899-2,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009900-0,4776-21-SP-TAX,2021,2021-07-20,desistido,1020.2021/0009900-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009901-8,4765-21-SP-ALV,2021,2021-07-19,em análise,1020.2021/0009901-8,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009902-6,4767-21-SP-ALV,2021,2021-07-19,deferido,1020.2021/0009902-6,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009903-4,3968-21-SP-CER,2021,2021-06-17,em análise,1020.2021/0009903-4,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009904-2,4675-21-SP-ALV,2021,2021-07-15,indeferido,1020.2021/0009904-2,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009905-0,4674-21-SP-TAX,2021,2021-07-15,desistido,1020.2021/0009905-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009906-9,4586-21-SP-REF,2021,2021-07-13,em análise,1020.2021/0009906-9,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009907-7,4536-21-SP-CER,2021,2021-07-12,em análise,1020.2021/0009907-7,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009908-5,4533-21-SP-DEM,2021,2021-07-12,deferido,1020.2021/0009908-5,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009909-3,4526-21-SP-ALV,2021,2021-07-12,em análise,1020.2021/0009909-3,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009910-7,4466-21-SP-TAX,2021,2021-07-07,desistido,1020.2021/0009910-7,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009911-5,4404-21-SP-ALV,2021,2021-07-05,deferido,1020.2021/0009911-5,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0009912-3,4346-21-SP-ALV,2021,2021-07-02,em análise,1020.2021/0009912-3,NULL,2023-08-31 14:44:00
