id;protocolo;processo;assunto;despacho;data_publicacao;documento_sei;data_extracao
609eb864ba9dbf00096c6e59;3129-21-SP-ALV;1020.2021/0007774-0;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);Despacho deferido;24/09/2023;090492413;2023.10.11
609ebaf7ba9dbf00096c6e61;3131-21-SP-CER;1020.2021/0010503-4;Certificado de Acessibilidade;Despacho indeferido;12/12/2022;075384286;2023.10.11
609ebfe3ba9dbf00096c6e6f;3132-21-SP-CER;1020.2021/0008707-9;Certificado de Segurança;Despacho indeferido;29/09/2021;052804377;2023.10.11
609ec23eba9dbf00096c6e79;3134-21-SP-CER;1020.2021/0007561-5;Certificado de Segurança;Despacho deferido;27/10/2021;054078745;2023.10.11
609ec90bc0ceca00095267a9;3137-21-SP-ALV;1020.2021/0007045-1;Alvará de Aprovação e Execução de Edificação Nova - Processo Declaratório;Despacho deferido;14/05/2021;044230607;2023.10.11
609ec968c0ceca00095267ad;3138-21-SP-TAX;1020.2021/0007181-4;Pedido de Isenção de Taxa;Despacho deferido;31/08/2021;051182175;2023.10.11
609ecb99c0ceca00095267b6;3140-21-SP-REF;1020.2021/0007222-5;Alvará de Aprovação e Execução de Reforma (Exceto HIS e HMP);Despacho indeferido;29/08/2023;089130402;2023.10.11
609ed2d26642ee00094d6e48;3143-21-SP-TAX;1020.2021/0007213-6;Pedido de Isenção de Taxa;Despacho deferido;16/09/2021;052065009;2023.10.11
609ed915892a360009cf29f1;3144-21-SP-ALV;1020.2021/0007745-6;Alvará de Aprovação de Edificação Nova (Exceto HIS/ HMP);Despacho indeferido;08/03/2022;059654580;2023.10.11
609ed915892a360009cf29f1;3144-21-SP-ALV;1020.2021/0007745-6;Alvará de Aprovação de Edificação Nova (Exceto HIS/ HMP);Despacho indeferido;19/08/2022;069295772;2023.10.11
609ee30a95f593000903512f;3145-21-SP-ALV;1020.2021/0007114-8;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho deferido;27/01/2023;077652380;2023.10.11
609ef007866cf100095ccf80;3146-21-SP-ALV;1020.2021/0007744-8;Alvará de Aprovação de Edificação Nova (Exceto HIS/ HMP);Despacho deferido;08/06/2022;064985896;2023.10.11
609efb416243400008659c92;3148-21-SP-REF;1020.2021/0007322-1;Alvará de Aprovação e Execução de Reforma (Exceto HIS e HMP);Despacho indeferido;27/07/2022;067836164;2023.10.11
609fcf790dfba00009360d11;3149-21-SP-ALV;1020.2021/0007314-0;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);Despacho indeferido;27/04/2022;062340177;2023.10.11
609fcf790dfba00009360d11;3149-21-SP-ALV;1020.2021/0007314-0;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);Despacho deferido;25/05/2022;064208942;2023.10.11
60a26478c88e6f0008e72630;3151-21-SP-ALV;1020.2021/0007117-2;Alvará de Execução de Edificação Nova (HIS/ HMP);Despacho indeferido;01/05/2023;082371327;2023.10.11
60a267e8de19fd000976b618;3153-21-SP-DEM;1020.2021/0007923-8;Alvará de Execução de Demolição Total;Despacho deferido;25/10/2022;072693227;2023.10.11
60a26f71c88e6f0008e72634;3154-21-SP-ALV;1020.2021/0007113-0;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho deferido;16/12/2021;056408161;2023.10.11
60a275d2308cf20009126f38;3155-21-SP-REF;1020.2021/0007574-7;Alvará de Aprovação de Reforma (Exceto HIS/ HMP);Despacho deferido;13/02/2023;078474395;2023.10.11
60a27794308cf20009126f3c;3156-21-SP-ALV;1020.2021/0007748-0;Alvará de Execução de Edificação Nova (Exceto HIS/ HMP);Despacho deferido;10/02/2022;058558808;2023.10.11
60a27bafcb4f26000910c1a2;3157-21-SP-ALV;1020.2021/0007202-0;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho deferido;29/03/2022;060637537;2023.10.11
60a27f8ecb4f26000910c1a7;3158-21-SP-ALV;1020.2021/0007133-4;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho deferido;08/10/2023;091278454;2023.10.11
60a2848ec38bd10009ec4d1f;3160-21-SP-ALV;1020.2021/0007419-8;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);Despacho deferido;27/07/2023;087232488;2023.10.11
60a2894c3c05c200094ab232;3162-21-SP-ALV;1020.2021/0007422-8;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);Despacho deferido;15/12/2021;056329921;2023.10.11
60a299efeb1811000929e03c;3163-21-SP-TAX;1020.2021/0007214-4;Pedido de Isenção de Taxa;Despacho deferido;12/07/2021;047968675;2023.10.11
60a29f76eb1811000929e044;3165-21-SP-ALV;1020.2021/0007218-7;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);Despacho deferido;09/12/2021;056099558;2023.10.11
60a2ab9d53e46700085779a1;3166-21-SP-ALV;1020.2021/0007752-9;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);Despacho deferido;22/06/2022;065694243;2023.10.11
60a2af7d53e46700085779aa;3167-21-SP-DEM;1020.2021/0007909-2;Alvará de Execução de Demolição Total;Despacho deferido;25/10/2022;072693005;2023.10.11
60a2b3b971fb9d0009dea087;3168-21-SP-CER;1020.2021/0008519-0;Certificado de Acessibilidade;Despacho indeferido;22/09/2022;071040617;2023.10.11
60a2c087c2362c0009f54922;3171-21-SP-ALV;1020.2021/0007749-9;Alvará de Execução de Edificação Nova (Exceto HIS/ HMP);Despacho deferido;17/01/2022;057488289;2023.10.11
60a2d20856c92a0009625099;3175-21-SP-ALV;1020.2021/0007591-7;Alvará de Execução de Edificação Nova (Exceto HIS/ HMP);Despacho deferido;16/06/2021;046216684;2023.10.11
60a2d44d56c92a000962509d;3176-21-SP-ALV;1020.2021/0007747-2;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);Despacho deferido;12/08/2022;068893102;2023.10.11
60a2e6d495421c0009fcfe6f;3178-21-SP-SAO;1020.2021/0007195-4;Alvará de Desmembramento + Alvará de Aprovação de Edificação Nova (Plano integrado);Despacho deferido;26/01/2022;057887643;2023.10.11
60a306a0d83eb80009c0d6e1;3179-21-SP-REF;1020.2021/0007777-4;Alvará de Aprovação e Execução de Reforma (Exceto HIS e HMP);Despacho deferido;11/11/2022;073721038;2023.10.11
60a3bfb02a77d40009215a82;3181-21-SP-ALV;1020.2021/0007318-3;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);Despacho indeferido;14/04/2022;061592807;2023.10.11
60a3c03a2a77d40009215a86;3182-21-SP-TAX;1020.2021/0007911-4;Pedido de Isenção de Taxa;Despacho deferido;27/07/2021;048921781;2023.10.11
60a3c2222a77d40009215a8a;3183-21-SP-ALV;1020.2021/0007573-9;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);Despacho indeferido;27/06/2022;065993110;2023.10.11
60a3c2222a77d40009215a8a;3183-21-SP-ALV;1020.2021/0007573-9;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);Despacho deferido;18/10/2022;072268192;2023.10.11
60a3cc162a77d40009215a9c;3186-21-SP-CER;1020.2021/0008189-5;Certificado de Acessibilidade;Despacho deferido;09/05/2023;082877323;2023.10.11
60a3dc4e3e5c1c0009af32a5;3188-21-SP-CER;1020.2022/0002931-3;Certificado de Segurança;Despacho deferido;18/11/2022;074046092;2023.10.11
60a3dc4e3e5c1c0009af32a5;3188-21-SP-CER;1020.2022/0002931-3;Certificado de Segurança;Despacho deferido;18/11/2022;074046092;2023.10.11
60a3fda9ddf19f00085088fc;3189-21-SP-ALV;1020.2021/0007309-4;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho deferido;06/01/2022;057139776;2023.10.11
60a404ccddf19f0008508903;3190-21-SP-ALV;1020.2021/0008149-6;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho deferido;21/08/2023;088608776;2023.10.11
60a41487c0b3370009d71f61;3192-21-SP-ALV;1020.2021/0007424-4;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);Despacho deferido;14/03/2023;079859513;2023.10.11
60a41892c0b3370009d71f67;3193-21-SP-DEM;1020.2021/0007575-5;Alvará de Execução de Demolição Total;Despacho deferido;05/08/2022;068392406;2023.10.11
60a418f3c0b3370009d71f6c;3194-21-SP-ALV;1020.2021/0007576-3;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);Despacho indeferido;13/01/2022;057418616;2023.10.11
60a4211ec0b3370009d71f79;3195-21-SP-APO;1020.2021/0007312-4;Apostilamento;Despacho deferido;22/03/2022;060326818;2023.10.11
60a42b106a5b4200093aabcb;3196-21-SP-ALV;1020.2021/0007577-1;Alvará de Aprovação de Edificação Nova (Exceto HIS/ HMP);Despacho indeferido;25/04/2023;082099236;2023.10.11
60a430a36a5b4200093aabd7;3197-21-SP-ALV;1020.2021/0007493-7;Alvará de Aprovação de Edificação Nova (HIS/ HMP);Despacho indeferido;28/09/2021;052679944;2023.10.11
60a444d40e1d6a0008427e0a;3198-21-SP-ALV;1020.2021/0007203-9;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho indeferido;03/01/2022;057008858;2023.10.11
60a459597992290008cf6b49;3200-21-SP-ALV;1020.2021/0007583-6;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);Despacho deferido;11/05/2022;063188492;2023.10.11
60a516e018f80c00097de48d;3207-21-SP-ALV;1020.2021/0007205-5;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho deferido;15/12/2021;056374397;2023.10.11
60a5173618f80c00097de491;3208-21-SP-TAX;1020.2021/0007584-4;Pedido de Isenção de Taxa;Despacho deferido;26/07/2021;048874998;2023.10.11
60a517fa18f80c00097de495;3209-21-SP-CER;1020.2021/0009045-2;Certificado de Estanqueidade;Despacho deferido;21/11/2022;074151610;2023.10.11
60a5183518f80c00097de499;3210-21-SP-ALV;1020.2021/0007200-4;Alvará de Aprovação e Execução de Edificação Nova - Processo Declaratório;Despacho deferido;02/07/2021;047314945;2023.10.11
60a519fe18f80c00097de49d;3211-21-SP-REF;1020.2021/0007746-4;Alvará de Aprovação e Execução de Reforma (Exceto HIS e HMP);Despacho indeferido;01/07/2022;066304850;2023.10.11
60a519fe18f80c00097de49d;3211-21-SP-REF;1020.2021/0007746-4;Alvará de Aprovação e Execução de Reforma (Exceto HIS e HMP);Despacho indeferido;21/09/2022;070971390;2023.10.11
60a523d726b2e200084c5547;3212-21-SP-ALV;1020.2021/0007426-0;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);Despacho deferido;26/10/2022;072806323;2023.10.11
60a52f114ae5d600052d4bef;3213-21-SP-CDT;1020.2022/0010075-1;Cadastro de tanque de armazenagem, bomba, filtro de combustível e equipamentos afins;Despacho indeferido;19/04/2023;081796364;2023.10.11
60a545c255d1b60008a12e28;3219-21-SP-ALV;1020.2021/0007206-3;Alvará de Aprovação e Execução de Edificação Nova - Processo Declaratório;Despacho deferido;02/07/2021;047314885;2023.10.11
60a548cb39a0d30008f9bb4f;3220-21-SP-ALV;1020.2021/0007225-0;Alvará de Execução de Edificação Nova (HIS/ HMP);Despacho deferido;14/07/2021;048124881;2023.10.11
60a548cb39a0d30008f9bb4f;3220-21-SP-ALV;1020.2021/0007225-0;Alvará de Execução de Edificação Nova (HIS/ HMP);Despacho deferido;18/11/2021;055051274;2023.10.11
60a54cb255d1b60008a12e2e;3221-21-SP-ALV;1020.2021/0007445-7;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho indeferido;09/12/2021;056044315;2023.10.11
60a54cb939a0d30008f9bb55;3222-21-SP-CER;1020.2021/0010837-8;Certificado de Acessibilidade;Despacho indeferido;12/06/2023;084637918;2023.10.11
60a5504439a0d30008f9bb63;3225-21-SP-DEM;1020.2021/0007915-7;Alvará de Execução de Demolição Total;Despacho deferido;04/04/2022;060975084;2023.10.11
60a556a7c41b9900087a3799;3228-21-SP-DEM;1020.2021/0007916-5;Alvará de Execução de Demolição Total;Despacho deferido;10/06/2022;065117519;2023.10.11
60a5591ec41b9900087a37a0;3229-21-SP-TAX;1020.2021/0007580-1;Pedido de Isenção de Taxa;Despacho deferido;26/07/2021;048874479;2023.10.11
60a55ef790985a000846cf00;3230-21-SP-DEM;1020.2021/0007910-6;Alvará de Execução de Demolição Total;Despacho deferido;15/07/2022;067136899;2023.10.11
60a561c7b32fb40008bc39d1;3232-21-SP-DEM;1020.2021/0007918-1;Alvará de Execução de Demolição Total;Despacho deferido;29/03/2022;060699185;2023.10.11
60a56485b32fb40008bc39d9;3234-21-SP-DEM;1020.2021/0007912-2;Alvará de Execução de Demolição Total;Despacho deferido;13/06/2022;065268919;2023.10.11
60a56b546a68ba000644f989;3237-21-SP-DEM;1020.2021/0007914-9;Alvará de Execução de Demolição Total;Despacho deferido;30/03/2022;060752536;2023.10.11
60a56e3c6a68ba000644f991;3239-21-SP-DEM;1020.2021/0007920-3;Alvará de Execução de Demolição Total;Despacho deferido;08/04/2022;061280285;2023.10.11
60a58a68a3e619000842c57b;3243-21-SP-ALV;1020.2021/0007415-5;Alvará de Execução de Edificação Nova (HIS/ HMP);Despacho deferido;08/07/2021;047744098;2023.10.11
60a58bb1a3e619000842c580;3244-21-SP-ALV;1020.2021/0007585-2;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);Despacho indeferido;19/04/2022;061893626;2023.10.11
60a590a595dcd60008c5a194;3245-21-SP-ALV;1020.2021/0007310-8;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho deferido;19/09/2022;070781126;2023.10.11
60a5b89d7e7a670008ce9983;3246-21-SP-REF;1020.2021/0010269-8;Alvará de Aprovação de Reforma (Exceto HIS/ HMP);Despacho indeferido;01/09/2022;069925227;2023.10.11
60a5cc8714d4f00008aab8ec;3247-21-SP-REF;1020.2021/0007593-3;Alvará de Aprovação e Execução de Reforma (Exceto HIS e HMP);Despacho indeferido;04/02/2022;058264597;2023.10.11
60a64dc368868000080665d7;3248-21-SP-ALV;1020.2021/0007589-5;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);Despacho deferido;08/09/2022;070269877;2023.10.11
60a65cd0773344000887deef;3252-21-SP-TAX;1020.2021/0007592-5;Pedido de Isenção de Taxa;Despacho deferido;05/10/2021;053046291;2023.10.11
60a6620b0fab3d0008c6e841;3253-21-SP-CDT;1020.2021/0007586-0;Cadastro de tanque de armazenagem, bomba, filtro de combustível e equipamentos afins;Despacho deferido;13/10/2022;071997954;2023.10.11
60a6673179e0a30008de00f6;3254-21-SP-ALV;1020.2021/0007779-0;Alvará de Execução de Edificação Nova (Exceto HIS/ HMP);Despacho deferido;10/08/2021;049867527;2023.10.11
60a66dff79e0a30008de0106;3258-21-SP-ALV;1020.2021/0009078-9;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);Despacho indeferido;11/05/2023;083061512;2023.10.11
60a6732a06be620009a46d14;3259-21-SP-TAX;1020.2021/0007594-1;Pedido de Isenção de Taxa;Despacho deferido;12/07/2021;047968930;2023.10.11
60a6736106be620009a46d18;3260-21-SP-APO;1020.2021/0007313-2;Apostilamento;Despacho deferido;23/02/2023;078888114;2023.10.11
60a69787ee892a00098824d6;3264-21-SP-CER;1020.2021/0010564-6;Certificado de Acessibilidade;Despacho indeferido;23/01/2023;077462020;2023.10.11
60a69851ee892a00098824dd;3265-21-SP-ALV;1020.2021/0007679-4;Alvará de Aprovação de Edificação Nova (Exceto HIS/ HMP);Despacho deferido;28/04/2022;062419205;2023.10.11
60a6ad481f205b000965303d;3273-21-SP-TAX;1020.2021/0008142-9;Pedido de Isenção de Taxa;Despacho deferido;27/07/2021;048921463;2023.10.11
60a6b3cd1f205b0009653045;3274-21-SP-ALV;1020.2021/0007432-5;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho indeferido;27/07/2023;085705956;2023.10.11
60a6c6fcc018630009bd4fb0;3277-21-SP-ALV;1020.2021/0007440-6;Alvará de Execução de Edificação Nova (HIS/ HMP);Despacho deferido;09/08/2021;049797295;2023.10.11
60a6ca480b29740008d2b275;3278-21-SP-AUT;1020.2021/0008404-5;Alvará de Autorização de Implantação e/ou Utilização de Estande de Vendas;Despacho deferido;18/08/2021;050362471;2023.10.11
60a6d759a6e31300080ce8cd;3281-21-SP-ALV;1020.2021/0007328-0;Alvará de Aprovação e Execução de Edificação Nova - Processo Declaratório;Despacho indeferido;21/05/2021;044627725;2023.10.11
60a6ffaa73cb37000871ef0d;3284-21-SP-APO;1020.2021/0007675-1;Apostilamento;Despacho deferido;20/09/2021;052261337;2023.10.11
60a7110b628c250008d917f1;3285-21-SP-ALV;1020.2021/0007598-4;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);Despacho deferido;16/12/2021;056402248;2023.10.11
60a7be6941de730008165589;3288-21-SP-CER;1020.2021/0007597-6;Certificado de Estanqueidade;Despacho deferido;05/07/2021;047493168;2023.10.11
60a7d26641de730008165598;3290-21-SP-ALV;1020.2021/0007494-5;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho indeferido;04/04/2022;060929188;2023.10.11
60a7d26641de730008165598;3290-21-SP-ALV;1020.2021/0007494-5;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho deferido;14/05/2023;083074887;2023.10.11
60a7d63841de7300081655a0;3291-21-SP-ALV;1020.2021/0007943-2;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);Despacho indeferido;11/03/2022;059812211;2023.10.11
60a7d63841de7300081655a0;3291-21-SP-ALV;1020.2021/0007943-2;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);Despacho deferido;23/06/2022;065789339;2023.10.11
60a7d67e41de7300081655a4;3292-21-SP-REF;1020.2021/0008682-0;Alvará de Aprovação e Execução de Reforma (Exceto HIS e HMP);Despacho deferido;05/12/2022;074992046;2023.10.11
60a7f2d3a07e560008b31533;3295-21-SP-ALV;1020.2021/0007674-3;Alvará de Execução de Edificação Nova (Exceto HIS/ HMP);Despacho deferido;24/06/2021;046776654;2023.10.11
60a7f74d4dba1c00085efac4;3296-21-SP-ALV;1020.2021/0007928-9;Alvará de Aprovação de Edificação Nova (Exceto HIS/ HMP);Despacho indeferido;29/03/2022;060636928;2023.10.11
60a7f827ad3e470009183a96;3297-21-SP-ALV;1020.2021/0007417-1;Alvará de Aprovação e Execução de Edificação Nova - Processo Declaratório;Despacho indeferido;21/05/2021;044688641;2023.10.11
60a7f8e0ad3e470009183a9a;3298-21-SP-ALV;1020.2021/0007595-0;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);Despacho indeferido;18/06/2023;084951308;2023.10.11
60a7fb40ad3e470009183aa0;3299-21-SP-ALV;1020.2021/0007919-0;Alvará de Execução de Edificação Nova (Exceto HIS/ HMP);Despacho deferido;27/09/2021;052631484;2023.10.11
60a7fe93ad3e470009183aaf;3301-21-SP-CDT;1020.2021/0007750-2;Cadastro de tanque de armazenagem, bomba, filtro de combustível e equipamentos afins;Despacho indeferido;20/09/2021;052251131;2023.10.11
60a7fe93ad3e470009183aaf;3301-21-SP-CDT;1020.2021/0007750-2;Cadastro de tanque de armazenagem, bomba, filtro de combustível e equipamentos afins;Despacho deferido;12/08/2022;068916062;2023.10.11
60a80f48ed73160009989d28;3303-21-SP-ALV;1020.2021/0007429-5;Alvará de Aprovação e Execução de Edificação Nova - Processo Declaratório;Despacho indeferido;21/05/2021;044699556;2023.10.11
60a814846f62860009b9f40a;3304-21-SP-REF;1020.2021/0009553-5;Alvará de Aprovação e Execução de Reforma (Exceto HIS e HMP);Despacho indeferido;25/04/2023;082098196;2023.10.11
60a815716f62860009b9f40e;3305-21-SP-DIR;1020.2021/0007442-2;Certidão de Diretrizes Urbanísticas;Despacho deferido;05/01/2022;057100114;2023.10.11
60a81c119546a6000939f248;3307-21-SP-ALV;1020.2021/0007439-2;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho deferido;22/08/2022;069322002;2023.10.11
60a81d6bdb7e1d00096b2535;3308-21-SP-REF;1020.2021/0008687-0;Alvará de Aprovação de Reforma (Exceto HIS/ HMP);Despacho indeferido;05/08/2022;068460316;2023.10.11
60a93a913863990008887d55;3310-21-SP-ALV;1020.2021/0007755-3;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);Despacho indeferido;24/08/2022;069482457;2023.10.11
60aae5be9dde0e0009fee480;3313-21-SP-ALV;1020.2021/0007433-3;Alvará de Aprovação e Execução de Edificação Nova - Processo Declaratório;Despacho deferido;24/05/2021;044758993;2023.10.11
60abac4c7854ce00096b1cbe;3316-21-SP-ALV;1020.2021/0008185-2;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);Despacho indeferido;28/12/2022;076374884;2023.10.11
60abb6af12c1d400085966dc;3317-21-SP-ALV;1020.2021/0007443-0;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho indeferido;20/06/2023;085086480;2023.10.11
60abc9f60efdf50009954a6a;3320-21-SP-ALV;1020.2021/0007600-0;Alvará de Execução de Edificação Nova (HIS/ HMP);Despacho indeferido;02/09/2022;070060633;2023.10.11
60abcd7f2cfd7e0009303b70;3321-21-SP-ALV;1020.2021/0008192-5;Alvará de Execução de Edificação Nova (Exceto HIS/ HMP);Despacho deferido;18/08/2021;050432719;2023.10.11
60abdc184abde90009eff3ac;3322-21-SP-REF;1020.2021/0008173-9;Alvará de Aprovação de Reforma (Exceto HIS/ HMP);Despacho indeferido;28/12/2021;056892967;2023.10.11
60abe4c624f5e30009091839;3324-21-SP-ALV;1020.2021/0007927-0;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);Despacho indeferido;25/04/2022;062130330;2023.10.11
60abf87886d40e000820c77f;3328-21-SP-ALV;1020.2021/0007571-2;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);Despacho indeferido;30/05/2022;064437987;2023.10.11
60abf87886d40e000820c77f;3328-21-SP-ALV;1020.2021/0007571-2;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);Despacho deferido;09/02/2023;078320998;2023.10.11
60ac060a709cc7000821ed7e;3330-21-SP-ALV;1020.2021/0007490-2;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho deferido;24/08/2022;069543238;2023.10.11
60ac0a55805c9a000981bac5;3331-21-SP-ALV;1020.2021/0008728-1;Alvará de Execução de Edificação Nova (Exceto HIS/ HMP);Despacho deferido;10/06/2022;065170807;2023.10.11
60ac0c77709cc7000821ed84;3332-21-SP-ALV;1020.2021/0007666-2;Alvará de Aprovação de Edificação Nova (HIS/ HMP);Despacho indeferido;21/05/2023;083537690;2023.10.11
60ac0ebe805c9a000981bac9;3333-21-SP-INT;1020.2021/0007444-9;Alvará de Desmembramento + Alvará de Aprovação e Execução de Edificação Nova (Plano integrado);Despacho indeferido;24/11/2022;074389126;2023.10.11
60ace9ad915c9b00092251e9;3335-21-SP-REF;1020.2021/0008420-7;Alvará de Aprovação e Execução de Reforma (HIS/ HMP);Despacho indeferido;13/08/2021;050104755;2023.10.11
60acecada703f700088588e4;3336-21-SP-REF;1020.2021/0008233-6;Alvará de Execução de Reforma (Exceto HIS/ HMP);Despacho indeferido;31/01/2022;058011252;2023.10.11
60acecada703f700088588e4;3336-21-SP-REF;1020.2021/0008233-6;Alvará de Execução de Reforma (Exceto HIS/ HMP);Despacho indeferido;03/02/2023;078016500;2023.10.11
60acf0c290edbf00083dca13;3337-21-SP-REF;1020.2021/0007794-4;Alvará de Aprovação e Execução de Reforma (Exceto HIS e HMP);Despacho indeferido;28/12/2021;056885301;2023.10.11
60acf0c290edbf00083dca13;3337-21-SP-REF;1020.2021/0007794-4;Alvará de Aprovação e Execução de Reforma (Exceto HIS e HMP);Despacho indeferido;30/09/2022;071417464;2023.10.11
60acff9090edbf00083dca1b;3340-21-SP-CDT;1020.2021/0009148-3;Cadastro de tanque de armazenagem, bomba, filtro de combustível e equipamentos afins;Despacho indeferido;04/03/2022;059478395;2023.10.11
60acff9090edbf00083dca1b;3340-21-SP-CDT;1020.2021/0009148-3;Cadastro de tanque de armazenagem, bomba, filtro de combustível e equipamentos afins;Despacho indeferido;09/05/2022;063094092;2023.10.11
60ad071b90edbf00083dca27;3342-21-SP-CER;1020.2021/0009146-7;Certificado de Estanqueidade;Despacho indeferido;30/07/2023;087291936;2023.10.11
60ad09f2e2fa61000931a09b;3344-21-SP-TAX;1020.2021/0007751-0;Pedido de Isenção de Taxa;Despacho deferido;12/07/2021;047968136;2023.10.11
60ad13103aa388000a49e655;3346-21-SP-ALV;1020.2021/0007497-0;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho deferido;23/06/2021;046710847;2023.10.11
60ad201ad79dc50008b04607;3349-21-SP-ALV;1020.2021/0007495-3;Alvará de Aprovação e Execução de Edificação Nova - Processo Declaratório;Despacho indeferido;25/05/2021;044882944;2023.10.11
60ad27aed79dc50008b0460b;3350-21-SP-AUT;1020.2021/0007780-4;Alvará de Autorização de Implantação e/ou Utilização de Estande de Vendas;Despacho indeferido;06/10/2022;071748370;2023.10.11
60ad303a29ebe10008dadaf3;3353-21-SP-ALV;1020.2021/0007549-6;Alvará de Aprovação de Edificação Nova (HIS/ HMP);Despacho deferido;12/01/2022;057353626;2023.10.11
60ad303a29ebe10008dadaf3;3353-21-SP-ALV;1020.2021/0007549-6;Alvará de Aprovação de Edificação Nova (HIS/ HMP);Despacho deferido;07/03/2022;059551301;2023.10.11
60ad36ed29ebe10008dadb01;3355-21-SP-ALV;1020.2021/0007922-0;Alvará de Aprovação de Edificação Nova (Exceto HIS/ HMP);Despacho indeferido;23/05/2022;063951314;2023.10.11
60ad3a52da490a00094a80b9;3356-21-SP-ALV;1020.2021/0007798-7;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);Despacho deferido;09/09/2022;070374594;2023.10.11
60ad425ece80530007af921d;3357-21-SP-ALV;1020.2021/0007496-1;Alvará de Aprovação e Execução de Edificação Nova - Processo Declaratório;Despacho deferido;25/05/2021;044897738;2023.10.11
60ad49067f732d00090c6862;3360-21-SP-CDT;1020.2021/0008426-6;Cadastro de tanque de armazenagem, bomba, filtro de combustível e equipamentos afins;Despacho indeferido;20/09/2021;052238813;2023.10.11
60ad49c440017700089f269c;3361-21-SP-ALV;1020.2021/0007601-8;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho deferido;23/06/2021;046710677;2023.10.11
60ad49fe40017700089f26a0;3362-21-SP-ALV;1020.2021/0008082-1;Alvará de Aprovação de Edificação Nova (Exceto HIS/ HMP);Despacho deferido;10/02/2022;058551196;2023.10.11
60ad4e1240017700089f26a4;3363-21-SP-ALV;1020.2021/0007951-3;Alvará de Aprovação de Edificação Nova (Exceto HIS/ HMP);Despacho indeferido;11/05/2022;063194216;2023.10.11
60ad4e1240017700089f26a4;3363-21-SP-ALV;1020.2021/0007951-3;Alvará de Aprovação de Edificação Nova (Exceto HIS/ HMP);Despacho deferido;10/09/2023;089668653;2023.10.11
60ad583d40017700089f26ab;3365-21-SP-ALV;1020.2021/0007948-3;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);Despacho deferido;13/12/2022;075519807;2023.10.11
60ad60fde7c1e800090e0acd;3367-21-SP-ALV;1020.2021/0007498-8;Alvará de Aprovação e Execução de Edificação Nova - Processo Declaratório;Despacho deferido;26/05/2021;044910268;2023.10.11
