processo;despacho;contagem_dispatched;contagem_dom
1020.2023/0016543-0;Despacho indeferido;1;inexistente
1020.2023/0016186-8;Despacho indeferido;1;correto
1020.2023/0016222-8;Despacho indeferido;1;correto
1020.2023/0016263-5;Despacho indeferido;1;correto
1020.2023/0014467-0;Despacho indeferido;1;correto
1020.2023/0014529-3;Despacho indeferido;1;inexistente
1020.2023/0014535-8;Despacho indeferido;1;correto
1020.2023/0014340-1;Despacho indeferido;1;inexistente
1020.2023/0014336-3;Despacho indeferido;1;correto
1020.2023/0014238-3;Despacho indeferido;1;correto
1020.2023/0015040-8;Despacho indeferido;1;correto
1020.2023/0015100-5;Despacho indeferido;1;correto
1020.2023/0015142-0;Despacho indeferido;1;3
1020.2023/0014904-3;Despacho indeferido;1;correto
1020.2023/0014776-8;Despacho indeferido;1;correto
1020.2023/0014850-0;Despacho indeferido;1;correto
1020.2023/0018639-9;Despacho indeferido;1;correto
1020.2023/0018623-2;Despacho indeferido;1;correto
1020.2023/0018501-5;Despacho indeferido;1;correto
1020.2023/0018552-0;Despacho indeferido;1;correto
1020.2023/0018553-8;Despacho indeferido;1;correto
1020.2023/0019673-4;Despacho indeferido;1;inexistente
1020.2023/0019895-8;Despacho indeferido;1;inexistente
1020.2023/0019961-0;Despacho indeferido;1;inexistente
1020.2023/0020034-0;Despacho indeferido;1;3
1020.2023/0019548-7;Despacho indeferido;1;inexistente
1020.2023/0019191-0;Despacho indeferido;1;correto
1020.2023/0019310-7;Despacho indeferido;1;correto
1020.2023/0019374-3;Despacho indeferido;1;correto
1020.2023/0019464-2;Despacho indeferido;1;inexistente
1020.2023/0019524-0;Despacho indeferido;1;inexistente
1020.2023/0017296-7;Despacho indeferido;1;correto
1020.2023/0017450-1;Despacho indeferido;1;correto
1020.2023/0016792-0;Despacho indeferido;1;correto
1020.2023/0016812-9;Despacho indeferido;1;correto
1020.2023/0016970-2;Despacho indeferido;1;correto
1020.2023/0017860-4;Despacho indeferido;1;correto
1020.2023/0017970-8;Despacho indeferido;1;correto
1020.2023/0018021-8;Despacho indeferido;1;correto
1020.2023/0018126-5;Despacho indeferido;1;correto
1020.2023/0018147-8;Despacho indeferido;1;correto
1020.2023/0018181-8;Despacho indeferido;1;correto
1020.2023/0017862-0;Despacho indeferido;1;correto
1020.2023/0017854-0;Despacho indeferido;1;correto
1020.2023/0017720-9;Despacho indeferido;1;inexistente
1020.2023/0011305-7;Despacho indeferido;1;correto
1020.2023/0011522-0;Despacho indeferido;1;correto
1020.2023/0011391-0;Despacho indeferido;1;correto
1020.2023/0011238-7;Despacho indeferido;1;correto
1020.2023/0011066-0;Despacho indeferido;1;correto
1020.2023/0011093-7;Despacho indeferido;1;correto
1020.2023/0011145-3;Despacho indeferido;1;correto
1020.2023/0011157-7;Despacho indeferido;1;correto
1020.2023/0011161-5;Despacho indeferido;1;correto
1020.2023/0011233-6;Despacho indeferido;1;correto
1020.2023/0011862-8;Despacho indeferido;1;correto
1020.2023/0011876-8;Despacho indeferido;1;correto
1020.2023/0011927-6;Despacho indeferido;1;correto
1020.2023/0012033-9;Despacho indeferido;1;inexistente
1020.2023/0012034-7;Despacho indeferido;1;inexistente
1020.2023/0011531-9;Despacho indeferido;1;correto
1020.2023/0011547-5;Despacho indeferido;1;inexistente
1020.2023/0011598-0;Despacho indeferido;1;correto
1020.2023/0011633-1;Despacho indeferido;1;correto
1020.2023/0011015-5;Despacho indeferido;1;inexistente
1020.2023/0010626-3;Despacho indeferido;1;correto
1020.2023/0010573-9;Despacho indeferido;1;correto
1020.2023/0010653-0;Despacho indeferido;1;correto
1020.2023/0010814-2;Despacho indeferido;1;correto
1020.2023/0010822-3;Despacho indeferido;1;correto
1020.2023/0010976-9;Despacho indeferido;1;correto
1020.2023/0010695-6;Despacho indeferido;1;correto
1020.2023/0010699-9;Despacho indeferido;1;correto
1020.2023/0010717-0;Despacho indeferido;1;inexistente
1020.2023/0010719-7;Despacho indeferido;1;inexistente
1020.2023/0010737-5;Despacho indeferido;1;correto
1020.2023/0010739-1;Despacho indeferido;1;correto
1020.2023/0013365-1;Despacho indeferido;1;correto
1020.2023/0013381-3;Despacho indeferido;1;correto
1020.2023/0013423-2;Despacho indeferido;1;correto
1020.2023/0013430-5;Despacho indeferido;1;correto
1020.2023/0013530-1;Despacho indeferido;1;correto
1020.2023/0013543-3;Despacho indeferido;1;correto
1020.2023/0013561-1;Despacho indeferido;1;3
1020.2023/0013562-0;Despacho indeferido;1;3
1020.2023/0013344-9;Despacho indeferido;1;correto
1020.2023/0013086-5;Despacho indeferido;1;correto
1020.2023/0013229-9;Despacho indeferido;1;correto
1020.2023/0013233-7;Despacho indeferido;1;correto
1020.2023/0013236-1;Despacho indeferido;1;correto
1020.2023/0013280-9;Despacho indeferido;1;correto
1020.2023/0013565-4;Despacho indeferido;1;correto
1020.2023/0013566-2;Despacho indeferido;1;correto
1020.2023/0013909-9;Despacho indeferido;1;correto
1020.2023/0013959-5;Despacho indeferido;1;3
1020.2023/0014077-1;Despacho indeferido;1;correto
1020.2023/0014078-0;Despacho indeferido;1;correto
1020.2023/0013567-0;Despacho indeferido;1;correto
1020.2023/0013619-7;Despacho indeferido;1;correto
1020.2023/0013642-1;Despacho indeferido;1;correto
1020.2023/0013705-3;Despacho indeferido;1;correto
1020.2023/0013039-3;Despacho indeferido;1;correto
1020.2023/0012441-5;Despacho indeferido;1;correto
1020.2023/0013034-2;Despacho indeferido;1;correto
1020.2023/0012489-0;Despacho indeferido;1;correto
1020.2023/0012499-7;Despacho indeferido;1;correto
1020.2023/0012094-0;Despacho indeferido;1;correto
1020.2023/0012203-0;Despacho indeferido;1;correto
1020.2023/0012206-4;Despacho indeferido;1;correto
1020.2023/0012301-0;Despacho indeferido;1;inexistente
1020.2023/0012821-6;Despacho indeferido;1;inexistente
1020.2023/0012824-0;Despacho indeferido;1;correto
1020.2023/0012825-9;Despacho indeferido;1;inexistente
1020.2023/0012942-5;Despacho indeferido;1;correto
1020.2023/0012951-4;Despacho indeferido;1;correto
1020.2023/0012815-1;Despacho indeferido;1;correto
1020.2023/0012571-3;Despacho indeferido;1;correto
1020.2023/0012572-1;Despacho indeferido;1;correto
1020.2023/0012592-6;Despacho indeferido;1;correto
1020.2023/0012773-2;Despacho indeferido;1;correto
1020.2023/0012775-9;Despacho indeferido;1;correto
1020.2023/0012777-5;Despacho indeferido;1;correto
1020.2023/0012787-2;Despacho indeferido;1;correto
1020.2023/0004285-0;Despacho indeferido;1;correto
1020.2023/0004281-8;Despacho indeferido;1;correto
1020.2022/0022761-1;Despacho indeferido;1;correto
1020.2022/0022774-3;Despacho indeferido;1;correto
1020.2022/0022777-8;Despacho indeferido;1;correto
1020.2022/0022778-6;Despacho indeferido;1;correto
1020.2022/0022830-8;Despacho indeferido;1;correto
1020.2022/0022873-1;Despacho indeferido;1;correto
1020.2022/0022751-4;Despacho indeferido;1;inexistente
1020.2022/0022685-2;Despacho indeferido;1;correto
1020.2022/0022688-7;Despacho indeferido;1;correto
1020.2022/0022689-5;Despacho indeferido;1;correto
1020.2022/0022977-0;Despacho indeferido;1;correto
1020.2022/0023020-5;Despacho indeferido;1;correto
1020.2022/0023028-0;Despacho indeferido;1;correto
1020.2022/0023037-0;Despacho indeferido;1;correto
1020.2022/0023044-2;Despacho indeferido;1;correto
1020.2022/0023094-9;Despacho indeferido;1;correto
1020.2022/0023116-3;Despacho indeferido;1;correto
1020.2022/0023117-1;Despacho indeferido;1;correto
1020.2022/0023118-0;Despacho indeferido;1;correto
1020.2022/0022971-1;Despacho indeferido;1;correto
1020.2022/0022881-2;Despacho indeferido;1;correto
1020.2022/0022882-0;Despacho indeferido;1;correto
1020.2022/0022890-1;Despacho indeferido;1;correto
1020.2022/0022901-0;Despacho indeferido;1;correto
1020.2022/0022904-5;Despacho indeferido;1;correto
1020.2022/0022953-3;Despacho indeferido;1;inexistente
1020.2022/0022956-8;Despacho indeferido;1;correto
1020.2022/0022962-2;Despacho indeferido;1;correto
1020.2022/0022668-2;Despacho indeferido;1;correto
1020.2022/0022666-6;Despacho indeferido;1;correto
1020.2022/0022241-5;Despacho indeferido;1;correto
1020.2022/0022214-8;Despacho indeferido;1;correto
1020.2022/0022208-3;Despacho indeferido;1;correto
1020.2022/0022156-7;Despacho indeferido;1;correto
1020.2022/0022161-3;Despacho indeferido;1;correto
1020.2022/0022162-1;Despacho indeferido;1;correto
1020.2022/0022177-0;Despacho indeferido;1;correto
1020.2022/0022591-0;Despacho indeferido;1;correto
1020.2022/0022598-8;Despacho indeferido;1;correto
1020.2022/0022605-4;Despacho indeferido;1;correto
1020.2022/0022643-7;Despacho indeferido;1;correto
1020.2022/0022647-0;Despacho indeferido;1;correto
1020.2022/0022649-6;Despacho indeferido;1;correto
1020.2022/0022658-5;Despacho indeferido;1;inexistente
1020.2022/0022279-2;Despacho indeferido;1;correto
1020.2022/0022538-4;Despacho indeferido;1;correto
1020.2022/0022287-3;Despacho indeferido;1;correto
1020.2022/0022288-1;Despacho indeferido;1;correto
1020.2022/0022419-1;Despacho indeferido;1;correto
1020.2022/0022423-0;Despacho indeferido;1;correto
1020.2022/0022437-0;Despacho indeferido;1;correto
1020.2022/0022449-3;Despacho indeferido;1;correto
1020.2022/0022459-0;Despacho indeferido;1;correto
1020.2022/0022525-2;Despacho indeferido;1;correto
1020.2022/0023121-0;Despacho indeferido;1;correto
1020.2022/0023154-6;Despacho indeferido;1;correto
1020.2022/0023674-2;Despacho indeferido;1;correto
1020.2022/0023661-0;Despacho indeferido;1;correto
1020.2022/0023668-8;Despacho indeferido;1;correto
1020.2022/0023675-0;Despacho indeferido;1;correto
1020.2022/0023677-7;Despacho indeferido;1;correto
1020.2022/0023685-8;Despacho indeferido;1;correto
1020.2022/0023687-4;Despacho indeferido;1;correto
1020.2022/0023688-2;Despacho indeferido;1;correto
1020.2022/0023599-1;Despacho indeferido;1;correto
1020.2022/0023573-8;Despacho indeferido;1;correto
1020.2022/0023574-6;Despacho indeferido;1;correto
1020.2022/0023585-1;Despacho indeferido;1;correto
1020.2022/0023592-4;Despacho indeferido;1;correto
1020.2022/0023596-7;Despacho indeferido;1;correto
1020.2022/0023698-0;Despacho indeferido;1;correto
1020.2022/0023849-4;Despacho indeferido;1;correto
1020.2022/0023857-5;Despacho indeferido;1;correto
1020.2022/0023880-0;Despacho indeferido;1;correto
1020.2022/0023705-6;Despacho indeferido;1;correto
1020.2022/0023706-4;Despacho indeferido;1;correto
1020.2022/0023709-9;Despacho indeferido;1;correto
1020.2022/0023762-5;Despacho indeferido;1;correto
1020.2022/0023766-8;Despacho indeferido;1;correto
1020.2022/0023776-5;Despacho indeferido;1;correto
1020.2022/0023780-3;Despacho indeferido;1;correto
1020.2022/0023782-0;Despacho indeferido;1;correto
1020.2022/0023784-6;Despacho indeferido;1;correto
1020.2022/0023310-7;Despacho indeferido;1;correto
1020.2022/0023293-3;Despacho indeferido;1;correto
1020.2022/0023317-4;Despacho indeferido;1;correto
1020.2022/0023328-0;Despacho indeferido;1;correto
1020.2022/0023333-6;Despacho indeferido;1;correto
1020.2022/0023161-9;Despacho indeferido;1;correto
1020.2022/0023162-7;Despacho indeferido;1;correto
1020.2022/0023172-4;Despacho indeferido;1;correto
1020.2022/0023181-3;Despacho indeferido;1;correto
1020.2022/0023185-6;Despacho indeferido;1;correto
1020.2022/0023191-0;Despacho indeferido;1;correto
1020.2022/0023193-7;Despacho indeferido;1;correto
1020.2022/0023195-3;Despacho indeferido;1;correto
1020.2022/0023197-0;Despacho indeferido;1;correto
1020.2022/0023199-6;Despacho indeferido;1;correto
1020.2022/0023202-0;Despacho indeferido;1;correto
1020.2022/0023205-4;Despacho indeferido;1;inexistente
1020.2022/0023207-0;Despacho indeferido;1;correto
1020.2022/0023282-8;Despacho indeferido;1;correto
1020.2022/0023420-0;Despacho indeferido;1;correto
1020.2022/0023422-7;Despacho indeferido;1;correto
1020.2022/0023423-5;Despacho indeferido;1;correto
1020.2022/0023432-4;Despacho indeferido;1;correto
1020.2022/0023433-2;Despacho indeferido;1;correto
1020.2022/0023465-0;Despacho indeferido;1;correto
1020.2022/0023470-7;Despacho indeferido;1;inexistente
1020.2022/0023487-1;Despacho indeferido;1;correto
1020.2022/0023393-0;Despacho indeferido;1;correto
1020.2022/0023396-4;Despacho indeferido;1;correto
1020.2022/0023399-9;Despacho indeferido;1;inexistente
1020.2022/0022147-8;Despacho indeferido;1;correto
1020.2023/0004280-0;Despacho indeferido;1;correto
1020.2022/0021085-9;Despacho indeferido;1;correto
1020.2022/0021041-7;Despacho indeferido;1;correto
1020.2022/0021067-0;Despacho indeferido;1;correto
1020.2022/0021217-7;Despacho indeferido;1;correto
1020.2022/0021227-4;Despacho indeferido;1;correto
1020.2022/0021228-2;Despacho indeferido;1;correto
1020.2022/0021235-5;Despacho indeferido;1;correto
1020.2022/0021241-0;Despacho indeferido;1;correto
1020.2022/0021247-9;Despacho indeferido;1;correto
1020.2022/0021249-5;Despacho indeferido;1;correto
1020.2022/0021253-3;Despacho indeferido;1;correto
1020.2022/0021254-1;Despacho indeferido;1;correto
1020.2022/0021209-6;Despacho indeferido;1;correto
1020.2022/0021174-0;Despacho indeferido;1;correto
1020.2022/0021184-7;Despacho indeferido;1;correto
1020.2022/0021186-3;Despacho indeferido;1;correto
1020.2022/0021187-1;Despacho indeferido;1;correto
1020.2022/0021203-7;Despacho indeferido;1;correto
1020.2022/0020688-6;Despacho indeferido;1;correto
1020.2022/0020740-8;Despacho indeferido;1;correto
1020.2022/0020744-0;Despacho indeferido;1;correto
1020.2022/0020799-8;Despacho indeferido;1;correto
1020.2022/0020804-8;Despacho indeferido;1;inexistente
1020.2022/0020809-9;Despacho indeferido;1;correto
1020.2022/0020682-7;Despacho indeferido;1;correto
1020.2022/0020598-7;Despacho indeferido;1;correto
1020.2022/0020604-5;Despacho indeferido;1;correto
1020.2022/0020633-9;Despacho indeferido;1;correto
1020.2022/0020678-9;Despacho indeferido;1;inexistente
1020.2022/0020948-6;Despacho indeferido;1;correto
1020.2022/0020953-2;Despacho indeferido;1;correto
1020.2022/0020956-7;Despacho indeferido;1;correto
1020.2022/0020965-6;Despacho indeferido;1;correto
1020.2022/0020977-0;Despacho indeferido;1;correto
1020.2022/0020983-4;Despacho indeferido;1;correto
1020.2022/0020947-8;Despacho indeferido;1;correto
1020.2022/0020840-4;Despacho indeferido;1;correto
1020.2022/0020851-0;Despacho indeferido;1;correto
1020.2022/0020863-3;Despacho indeferido;1;correto
1020.2022/0020939-7;Despacho indeferido;1;correto
1020.2022/0020941-9;Despacho indeferido;1;correto
1020.2022/0021751-9;Despacho indeferido;1;correto
1020.2022/0021959-7;Despacho indeferido;1;correto
1020.2022/0021961-9;Despacho indeferido;1;correto
1020.2022/0021962-7;Despacho indeferido;1;correto
1020.2022/0021855-8;Despacho indeferido;1;correto
1020.2022/0021754-3;Despacho indeferido;1;correto
1020.2022/0021757-8;Despacho indeferido;1;correto
1020.2022/0021765-9;Despacho indeferido;1;correto
1020.2022/0021805-1;Despacho indeferido;1;correto
1020.2022/0021806-0;Despacho indeferido;1;correto
1020.2022/0021829-9;Despacho indeferido;1;correto
1020.2022/0021832-9;Despacho indeferido;1;correto
1020.2022/0021837-0;Despacho indeferido;1;correto
1020.2022/0021965-1;Despacho indeferido;1;inexistente
1020.2022/0022110-9;Despacho indeferido;1;correto
1020.2022/0022141-9;Despacho indeferido;1;inexistente
1020.2022/0021974-0;Despacho indeferido;1;correto
1020.2022/0021977-5;Despacho indeferido;1;correto
1020.2022/0021986-4;Despacho indeferido;1;correto
1020.2022/0021993-7;Despacho indeferido;1;correto
1020.2022/0022066-8;Despacho indeferido;1;correto
1020.2022/0022068-4;Despacho indeferido;1;correto
1020.2022/0021327-0;Despacho indeferido;1;inexistente
1020.2022/0021329-7;Despacho indeferido;1;correto
1020.2022/0021425-0;Despacho indeferido;1;correto
1020.2022/0021511-7;Despacho indeferido;1;correto
1020.2022/0021512-5;Despacho indeferido;1;correto
1020.2022/0021272-0;Despacho indeferido;1;correto
1020.2022/0021274-6;Despacho indeferido;1;inexistente
1020.2022/0021298-3;Despacho indeferido;1;correto
1020.2022/0021316-5;Despacho indeferido;1;correto
1020.2022/0021634-2;Despacho indeferido;1;correto
1020.2022/0021636-9;Despacho indeferido;1;correto
1020.2022/0021648-2;Despacho indeferido;1;correto
1020.2022/0021736-5;Despacho indeferido;1;correto
1020.2022/0021632-6;Despacho indeferido;1;correto
1020.2022/0021630-0;Despacho indeferido;1;correto
1020.2022/0021629-6;Despacho indeferido;1;correto
1020.2022/0021544-3;Despacho indeferido;1;correto
1020.2022/0021547-8;Despacho indeferido;1;correto
1020.2022/0021549-4;Despacho indeferido;1;correto
1020.2022/0021564-8;Despacho indeferido;1;correto
1020.2022/0021626-1;Despacho indeferido;1;correto
1020.2022/0023948-2;Despacho indeferido;1;correto
1020.2023/0002432-1;Despacho indeferido;1;correto
1020.2023/0002485-2;Despacho indeferido;1;inexistente
1020.2023/0002550-6;Despacho indeferido;1;correto
1020.2023/0002602-2;Despacho indeferido;1;correto
1020.2023/0002607-3;Despacho indeferido;1;correto
1020.2023/0002428-3;Despacho indeferido;1;correto
1020.2023/0002427-5;Despacho indeferido;1;correto
1020.2023/0002319-8;Despacho indeferido;1;correto
1020.2023/0002325-2;Despacho indeferido;1;correto
1020.2023/0002358-9;Despacho indeferido;1;correto
1020.2023/0002361-9;Despacho indeferido;1;correto
1020.2023/0002373-2;Despacho indeferido;1;correto
1020.2023/0002411-9;Despacho indeferido;1;correto
1020.2023/0002613-8;Despacho indeferido;1;correto
1020.2023/0002818-1;Despacho indeferido;1;correto
1020.2023/0002820-3;Despacho indeferido;1;correto
1020.2023/0002615-4;Despacho indeferido;1;correto
1020.2023/0002884-0;Despacho indeferido;1;correto
1020.2023/0002885-8;Despacho indeferido;1;correto
1020.2023/0002887-4;Despacho indeferido;1;correto
1020.2023/0002896-3;Despacho indeferido;1;correto
1020.2023/0002636-7;Despacho indeferido;1;correto
1020.2023/0002649-9;Despacho indeferido;1;correto
1020.2023/0002652-9;Despacho indeferido;1;correto
1020.2023/0002654-5;Despacho indeferido;1;correto
1020.2023/0002731-2;Despacho indeferido;1;correto
1020.2023/0002735-5;Despacho indeferido;1;correto
1020.2023/0002790-8;Despacho indeferido;1;correto
1020.2023/0002313-9;Despacho indeferido;1;correto
1020.2023/0001742-2;Despacho indeferido;1;correto
1020.2023/0001725-2;Despacho indeferido;1;correto
1020.2023/0001727-9;Despacho indeferido;1;correto
1020.2023/0001741-4;Despacho indeferido;1;correto
1020.2023/0001743-0;Despacho indeferido;1;correto
1020.2023/0001998-0;Despacho indeferido;1;correto
1020.2023/0002003-2;Despacho indeferido;1;correto
1020.2023/0001718-0;Despacho indeferido;1;correto
1020.2023/0001654-0;Despacho indeferido;1;correto
1020.2023/0001665-5;Despacho indeferido;1;correto
1020.2023/0001692-2;Despacho indeferido;1;correto
1020.2023/0001693-0;Despacho indeferido;1;correto
1020.2023/0001697-3;Despacho indeferido;1;correto
1020.2023/0001702-3;Despacho indeferido;1;correto
1020.2023/0001703-1;Despacho indeferido;1;correto
1020.2023/0002187-0;Despacho indeferido;1;correto
1020.2023/0002247-7;Despacho indeferido;1;correto
1020.2023/0002288-4;Despacho indeferido;1;correto
1020.2023/0002176-4;Despacho indeferido;1;correto
1020.2023/0002042-3;Despacho indeferido;1;correto
1020.2023/0002173-0;Despacho indeferido;1;correto
1020.2023/0002051-2;Despacho indeferido;1;correto
1020.2023/0002053-9;Despacho indeferido;1;correto
1020.2023/0002072-5;Despacho indeferido;1;correto
1020.2023/0002077-6;Despacho indeferido;1;correto
1020.2023/0002148-9;Despacho indeferido;1;correto
1020.2023/0002149-7;Despacho indeferido;1;correto
1020.2023/0002162-4;Despacho indeferido;1;correto
1020.2023/0002164-0;Despacho indeferido;1;correto
1020.2023/0003826-8;Despacho indeferido;1;3
1020.2023/0003840-3;Despacho indeferido;1;inexistente
1020.2023/0003858-6;Despacho indeferido;1;correto
1020.2023/0003888-8;Despacho indeferido;1;inexistente
1020.2023/0003648-6;Despacho indeferido;1;correto
1020.2023/0003653-2;Despacho indeferido;1;correto
1020.2023/0003654-0;Despacho indeferido;1;correto
1020.2023/0003659-1;Despacho indeferido;1;correto
1020.2023/0003668-0;Despacho indeferido;1;correto
1020.2023/0003737-7;Despacho indeferido;1;inexistente
1020.2023/0003749-0;Despacho indeferido;1;correto
1020.2023/0003781-4;Despacho indeferido;1;correto
1020.2023/0004134-0;Despacho indeferido;1;correto
1020.2023/0004136-6;Despacho indeferido;1;correto
1020.2023/0004146-3;Despacho indeferido;1;correto
1020.2023/0004148-0;Despacho indeferido;1;correto
1020.2023/0004153-6;Despacho indeferido;1;correto
1020.2023/0004160-9;Despacho indeferido;1;correto
1020.2023/0004219-2;Despacho indeferido;1;correto
1020.2023/0004117-0;Despacho indeferido;1;correto
1020.2023/0003918-3;Despacho indeferido;1;correto
1020.2023/0003924-8;Despacho indeferido;1;correto
1020.2023/0003926-4;Despacho indeferido;1;correto
1020.2023/0004040-8;Despacho indeferido;1;correto
1020.2023/0004043-2;Despacho indeferido;1;correto
1020.2023/0004100-5;Despacho indeferido;1;correto
1020.2023/0004101-3;Despacho indeferido;1;correto
1020.2023/0004107-2;Despacho indeferido;1;correto
1020.2023/0004111-0;Despacho indeferido;1;correto
1020.2023/0002911-0;Despacho indeferido;1;correto
1020.2023/0003126-3;Despacho indeferido;1;correto
1020.2023/0003180-8;Despacho indeferido;1;3
1020.2023/0003095-0;Despacho indeferido;1;correto
1020.2023/0002915-3;Despacho indeferido;1;correto
1020.2023/0002966-8;Despacho indeferido;1;inexistente
1020.2023/0002973-0;Despacho indeferido;1;correto
1020.2023/0002980-3;Despacho indeferido;1;correto
1020.2023/0002986-2;Despacho indeferido;1;correto
1020.2023/0002991-9;Despacho indeferido;1;correto
1020.2023/0003043-7;Despacho indeferido;1;correto
1020.2023/0003079-8;Despacho indeferido;1;inexistente
1020.2023/0003085-2;Despacho indeferido;1;3
1020.2023/0003506-4;Despacho indeferido;1;correto
1020.2023/0003517-0;Despacho indeferido;1;correto
1020.2023/0003522-6;Despacho indeferido;1;correto
1020.2023/0003524-2;Despacho indeferido;1;correto
1020.2023/0003560-9;Despacho indeferido;1;correto
1020.2023/0003407-6;Despacho indeferido;1;correto
1020.2023/0003319-3;Despacho indeferido;1;inexistente
1020.2023/0003326-6;Despacho indeferido;1;correto
1020.2023/0003346-0;Despacho indeferido;1;correto
1020.2023/0003384-3;Despacho indeferido;1;correto
1020.2023/0003393-2;Despacho indeferido;1;correto
1020.2023/0003403-3;Despacho indeferido;1;correto
1020.2023/0000078-3;Despacho indeferido;1;correto
1020.2023/0000052-0;Despacho indeferido;1;correto
1020.2023/0000062-7;Despacho indeferido;1;correto
1020.2023/0000072-4;Despacho indeferido;1;correto
1020.2023/0000075-9;Despacho indeferido;1;correto
1020.2023/0000076-7;Despacho indeferido;1;correto
1020.2023/0000079-1;Despacho indeferido;1;correto
1020.2023/0000096-1;Despacho indeferido;1;correto
1020.2023/0000099-6;Despacho indeferido;1;correto
1020.2023/0000100-3;Despacho indeferido;1;correto
1020.2023/0000103-8;Despacho indeferido;1;correto
1020.2023/0000130-5;Despacho indeferido;1;correto
1020.2023/0000043-0;Despacho indeferido;1;correto
1020.2022/0024326-9;Despacho indeferido;1;correto
1020.2022/0024337-4;Despacho indeferido;1;correto
1020.2022/0024339-0;Despacho indeferido;1;correto
1020.2022/0024367-6;Despacho indeferido;1;correto
1020.2022/0024370-6;Despacho indeferido;1;correto
1020.2022/0024379-0;Despacho indeferido;1;correto
1020.2022/0024412-5;Despacho indeferido;1;correto
1020.2023/0000144-5;Despacho indeferido;1;correto
1020.2023/0000340-5;Despacho indeferido;1;correto
1020.2023/0000357-0;Despacho indeferido;1;correto
1020.2023/0000366-9;Despacho indeferido;1;correto
1020.2023/0000412-6;Despacho indeferido;1;correto
1020.2023/0000413-4;Despacho indeferido;1;correto
1020.2023/0000421-5;Despacho indeferido;1;correto
1020.2023/0000439-8;Despacho indeferido;1;correto
1020.2023/0000454-1;Despacho indeferido;1;correto
1020.2023/0000179-8;Despacho indeferido;1;correto
1020.2023/0000184-4;Despacho indeferido;1;correto
1020.2023/0000219-0;Despacho indeferido;1;correto
1020.2023/0000226-3;Despacho indeferido;1;correto
1020.2023/0000233-6;Despacho indeferido;1;correto
1020.2023/0000235-2;Despacho indeferido;1;correto
1020.2023/0000245-0;Despacho indeferido;1;correto
1020.2022/0024069-3;Despacho indeferido;1;correto
1020.2022/0024072-3;Despacho indeferido;1;correto
1020.2022/0024073-1;Despacho indeferido;1;correto
1020.2022/0024102-9;Despacho indeferido;1;correto
1020.2022/0024114-2;Despacho indeferido;1;correto
1020.2022/0024129-0;Despacho indeferido;1;correto
1020.2022/0024135-5;Despacho indeferido;1;correto
1020.2022/0024061-8;Despacho indeferido;1;correto
1020.2022/0024060-0;Despacho indeferido;1;correto
1020.2022/0023950-4;Despacho indeferido;1;correto
1020.2022/0023952-0;Despacho indeferido;1;correto
1020.2022/0023955-5;Despacho indeferido;1;correto
1020.2022/0023979-2;Despacho indeferido;1;correto
1020.2022/0023982-2;Despacho indeferido;1;correto
1020.2022/0024042-1;Despacho indeferido;1;correto
1020.2022/0024045-6;Despacho indeferido;1;correto
1020.2022/0024049-9;Despacho indeferido;1;correto
1020.2022/0024055-3;Despacho indeferido;1;correto
1020.2022/0024241-6;Despacho indeferido;1;correto
1020.2022/0024254-8;Despacho indeferido;1;correto
1020.2022/0024277-7;Despacho indeferido;1;correto
1020.2023/0001639-6;Despacho indeferido;1;correto
1020.2023/0001411-3;Despacho indeferido;1;correto
1020.2023/0001279-0;Despacho indeferido;1;correto
1020.2023/0001313-3;Despacho indeferido;1;correto
1020.2023/0001350-8;Despacho indeferido;1;correto
1020.2023/0001351-6;Despacho indeferido;1;correto
1020.2023/0001352-4;Despacho indeferido;1;correto
1020.2023/0001353-2;Despacho indeferido;1;correto
1020.2023/0001429-6;Despacho indeferido;1;correto
1020.2023/0001430-0;Despacho indeferido;1;correto
1020.2023/0001047-9;Despacho indeferido;1;correto
1020.2023/0001107-6;Despacho indeferido;1;correto
1020.2023/0001122-0;Despacho indeferido;1;correto
1020.2023/0001157-2;Despacho indeferido;1;correto
1020.2023/0001263-3;Despacho indeferido;1;correto
1020.2023/0001266-8;Despacho indeferido;1;correto
1020.2023/0001267-6;Despacho indeferido;1;correto
1020.2023/0001443-1;Despacho indeferido;1;correto
1020.2023/0001558-6;Despacho indeferido;1;correto
1020.2023/0001564-0;Despacho indeferido;1;correto
1020.2023/0001566-7;Despacho indeferido;1;correto
1020.2023/0001587-0;Despacho indeferido;1;correto
1020.2023/0001588-8;Despacho indeferido;1;correto
1020.2023/0001590-0;Despacho indeferido;1;correto
1020.2023/0001611-6;Despacho indeferido;1;correto
1020.2023/0001619-1;Despacho indeferido;1;correto
1020.2023/0001626-4;Despacho indeferido;1;correto
1020.2023/0001554-3;Despacho indeferido;1;correto
1020.2023/0001453-9;Despacho indeferido;1;correto
1020.2023/0001463-6;Despacho indeferido;1;correto
1020.2023/0001479-2;Despacho indeferido;1;correto
1020.2023/0001488-1;Despacho indeferido;1;correto
1020.2023/0001499-7;Despacho indeferido;1;correto
1020.2023/0001539-0;Despacho indeferido;1;correto
1020.2023/0001544-6;Despacho indeferido;1;correto
1020.2023/0000501-7;Despacho indeferido;1;correto
1020.2023/0000586-6;Despacho indeferido;1;inexistente
1020.2023/0000600-5;Despacho indeferido;1;inexistente
1020.2023/0000601-3;Despacho indeferido;1;correto
1020.2023/0000660-9;Despacho indeferido;1;correto
