id;protocolo;n_processo;data_autuacao;assunto;ieos;data_publicacao_ieos;data_prazo_execucao_ieos;prorrogavel;data_extracao;prazo_ms;prazo_antigo_ms
60a3cc162a77d40009215a9c;3186-21-SP-CER;1020.2021/0008189-5;09/06/2021 16:41:09;Certificado de Acessibilidade;Autorização de prorrogação de prazo;09/06/2022;05/12/2022;False;2024.08.01;1670245718436.0;1654693718436.0
60a54cb939a0d30008f9bb55;3222-21-SP-CER;1020.2021/0010837-8;10/08/2021 17:27:25;Certificado de Acessibilidade;Comunique-se padrão;09/10/2021;08/11/2021;True;2024.08.01;1636396419197.0;None
60a54cb939a0d30008f9bb55;3222-21-SP-CER;1020.2021/0010837-8;10/08/2021 17:27:25;Certificado de Acessibilidade;Comunique-se padrão;19/03/2022;18/04/2022;True;2024.08.01;1650291604551.0;None
60a54cb939a0d30008f9bb55;3222-21-SP-CER;1020.2021/0010837-8;10/08/2021 17:27:25;Certificado de Acessibilidade;Comunique-se padrão;02/04/2024;02/05/2024;True;2024.08.01;1714663390874.0;None
60a54cb939a0d30008f9bb55;3222-21-SP-CER;1020.2021/0010837-8;10/08/2021 17:27:25;Certificado de Acessibilidade;Intimação IEOS;03/06/2024;30/11/2024;True;2024.08.01;1732988680333.0;None
60ad5cc2e7c1e800090e0ac9;3366-21-SP-CER;1020.2021/0008078-3;04/06/2021 16:23:06;Certificado de Acessibilidade;Comunique-se padrão;12/08/2021;11/09/2021;True;2024.08.01;1631391809923.0;None
60ad5cc2e7c1e800090e0ac9;3366-21-SP-CER;1020.2021/0008078-3;04/06/2021 16:23:06;Certificado de Acessibilidade;Autorização de prorrogação de prazo;15/09/2021;11/10/2021;False;2024.08.01;1633983809923.0;1631391809923.0
60ad5cc2e7c1e800090e0ac9;3366-21-SP-CER;1020.2021/0008078-3;04/06/2021 16:23:06;Certificado de Acessibilidade;Comunique-se padrão;17/02/2023;19/03/2023;True;2024.08.01;1679243894104.0;None
60ad5cc2e7c1e800090e0ac9;3366-21-SP-CER;1020.2021/0008078-3;04/06/2021 16:23:06;Certificado de Acessibilidade;Autorização de prorrogação de prazo;17/04/2023;18/04/2023;False;2024.08.01;1681835894104.0;1679243894104.0
60ad5cc2e7c1e800090e0ac9;3366-21-SP-CER;1020.2021/0008078-3;04/06/2021 16:23:06;Certificado de Acessibilidade;Comunique-se padrão;05/03/2024;04/04/2024;False;2024.08.01;1712259281221.0;None
60ad5cc2e7c1e800090e0ac9;3366-21-SP-CER;1020.2021/0008078-3;04/06/2021 16:23:06;Certificado de Acessibilidade;Intimação IEOS;15/04/2024;12/10/2024;True;2024.08.01;1728747085585.0;None
60ae3f2b317efe00081ae07b;3378-21-SP-CER;1020.2021/0007953-0;02/06/2021 16:21:36;Certificado de Segurança;Comunique-se padrão;14/11/2023;14/12/2023;True;2024.08.01;1702562403557.0;None
60ae3f2b317efe00081ae07b;3378-21-SP-CER;1020.2021/0007953-0;02/06/2021 16:21:36;Certificado de Segurança;Comunique-se padrão;02/01/2024;01/02/2024;True;2024.08.01;1706793985912.0;None
60ae3f2b317efe00081ae07b;3378-21-SP-CER;1020.2021/0007953-0;02/06/2021 16:21:36;Certificado de Segurança;Intimação IEOS;07/02/2024;05/08/2024;True;2024.08.01;1722869712442.0;None
60ae7d3f1131b00008956c61;3390-21-SP-CER;1020.2021/0010563-8;04/08/2021 11:58:22;Certificado de Acessibilidade;Comunique-se padrão;18/11/2021;18/12/2021;True;2024.08.01;1639846033235.0;None
60ae7d3f1131b00008956c61;3390-21-SP-CER;1020.2021/0010563-8;04/08/2021 11:58:22;Certificado de Acessibilidade;Comunique-se padrão;27/11/2021;27/12/2021;True;2024.08.01;1640634647110.0;None
60ae7d3f1131b00008956c61;3390-21-SP-CER;1020.2021/0010563-8;04/08/2021 11:58:22;Certificado de Acessibilidade;Intimação IEOS;12/03/2022;08/09/2022;True;2024.08.01;1662644133528.0;None
60ae7d3f1131b00008956c61;3390-21-SP-CER;1020.2021/0010563-8;04/08/2021 11:58:22;Certificado de Acessibilidade;Autorização de prorrogação de prazo;30/08/2022;07/03/2023;False;2024.08.01;1678196133528.0;1662644133528.0
60b0f5a1e28953000ad85e7d;3450-21-SP-CER;1020.2021/0007956-4;02/06/2021 16:23:20;Certificado de Acessibilidade;Comunique-se padrão;16/10/2021;15/11/2021;True;2024.08.01;1636983446203.0;None
60b0f5a1e28953000ad85e7d;3450-21-SP-CER;1020.2021/0007956-4;02/06/2021 16:23:20;Certificado de Acessibilidade;Intimação IEOS;24/11/2021;23/05/2022;True;2024.08.01;1653318869717.0;None
60b1485576797700098a72f7;3469-21-SP-CER;1020.2021/0008070-8;04/06/2021 16:13:59;Certificado de Acessibilidade;Comunique-se padrão;16/10/2021;15/11/2021;True;2024.08.01;1636986144321.0;None
60b1485576797700098a72f7;3469-21-SP-CER;1020.2021/0008070-8;04/06/2021 16:13:59;Certificado de Acessibilidade;Intimação IEOS;25/11/2021;24/05/2022;True;2024.08.01;1653403485347.0;None
60b1485576797700098a72f7;3469-21-SP-CER;1020.2021/0008070-8;04/06/2021 16:13:59;Certificado de Acessibilidade;Autorização de prorrogação de prazo;27/05/2022;20/11/2022;False;2024.08.01;1668955485347.0;1653403485347.0
60b518eaca56f5000967efbb;3499-21-SP-CER;1020.2021/0008523-8;16/06/2021 16:35:42;Certificado de Acessibilidade;Intimação IEOS;14/08/2021;10/02/2022;True;2024.08.01;1644510094595.0;None
60b518eaca56f5000967efbb;3499-21-SP-CER;1020.2021/0008523-8;16/06/2021 16:35:42;Certificado de Acessibilidade;Autorização de prorrogação de prazo;22/02/2022;09/08/2022;False;2024.08.01;1660062094595.0;1644510094595.0
60b688abbe56e20008dd4488;3552-21-SP-CER;1020.2021/0011407-6;20/08/2021 10:36:16;Certificado de Acessibilidade;Comunique-se padrão;12/10/2022;11/11/2022;True;2024.08.01;1668182540323.0;None
60b688abbe56e20008dd4488;3552-21-SP-CER;1020.2021/0011407-6;20/08/2021 10:36:16;Certificado de Acessibilidade;Intimação IEOS;19/04/2023;16/10/2023;True;2024.08.01;1697465596054.0;None
60b797699a3bc1000814deb7;3575-21-SP-CER;1020.2021/0009267-6;02/07/2021 17:23:12;Certificado de Acessibilidade;Comunique-se padrão;03/09/2021;03/10/2021;True;2024.08.01;1633288708220.0;None
60b797699a3bc1000814deb7;3575-21-SP-CER;1020.2021/0009267-6;02/07/2021 17:23:12;Certificado de Acessibilidade;Autorização de prorrogação de prazo;26/10/2021;02/11/2021;False;2024.08.01;1635880708220.0;1633288708220.0
60b797699a3bc1000814deb7;3575-21-SP-CER;1020.2021/0009267-6;02/07/2021 17:23:12;Certificado de Acessibilidade;Comunique-se padrão;24/03/2023;23/04/2023;True;2024.08.01;1682273224791.0;None
60b797699a3bc1000814deb7;3575-21-SP-CER;1020.2021/0009267-6;02/07/2021 17:23:12;Certificado de Acessibilidade;Autorização de prorrogação de prazo;16/05/2023;23/05/2023;False;2024.08.01;1684865224791.0;1682273224791.0
60b797699a3bc1000814deb7;3575-21-SP-CER;1020.2021/0009267-6;02/07/2021 17:23:12;Certificado de Acessibilidade;Comunique-se padrão;01/08/2023;31/08/2023;True;2024.08.01;1693503881475.0;None
60b797699a3bc1000814deb7;3575-21-SP-CER;1020.2021/0009267-6;02/07/2021 17:23:12;Certificado de Acessibilidade;Intimação IEOS;18/08/2023;14/02/2024;True;2024.08.01;1707925978270.0;None
60b8f85d81f6210009b3555d;3608-21-SP-DLR;1020.2021/0008521-1;16/06/2021 16:33:19;Alvará de Funcionamento de Local de Reunião;Comunique-se padrão;05/08/2021;04/09/2021;True;2024.08.01;1630779202067.0;None
60b8f85d81f6210009b3555d;3608-21-SP-DLR;1020.2021/0008521-1;16/06/2021 16:33:19;Alvará de Funcionamento de Local de Reunião;Comunique-se padrão;09/09/2021;09/10/2021;True;2024.08.01;1633788528488.0;None
60b8f85d81f6210009b3555d;3608-21-SP-DLR;1020.2021/0008521-1;16/06/2021 16:33:19;Alvará de Funcionamento de Local de Reunião;Intimação IEOS;21/10/2021;19/04/2022;True;2024.08.01;1650397424508.0;None
60bfe3a0e42f000009fec3ea;3708-21-SP-CER;1020.2021/0008386-3;14/06/2021 16:33:31;Certificado de Segurança;Comunique-se padrão;21/09/2021;21/10/2021;True;2024.08.01;1634844265584.0;None
60bfe3a0e42f000009fec3ea;3708-21-SP-CER;1020.2021/0008386-3;14/06/2021 16:33:31;Certificado de Segurança;Intimação IEOS;05/11/2021;04/05/2022;True;2024.08.01;1651688895854.0;None
60bfe3a0e42f000009fec3ea;3708-21-SP-CER;1020.2021/0008386-3;14/06/2021 16:33:31;Certificado de Segurança;Intimação IEOS;17/11/2021;15/05/2022;True;2024.08.01;1652622602975.0;None
60c6abe33584810007a23a99;3827-21-SP-CER;1020.2021/0015471-0;14/10/2021 16:27:07;Certificado de Acessibilidade;Comunique-se padrão;13/05/2022;12/06/2022;True;2024.08.01;1655055057388.0;None
60c6abe33584810007a23a99;3827-21-SP-CER;1020.2021/0015471-0;14/10/2021 16:27:07;Certificado de Acessibilidade;Autorização de prorrogação de prazo;15/06/2022;12/07/2022;False;2024.08.01;1657647057388.0;1655055057388.0
60c6abe33584810007a23a99;3827-21-SP-CER;1020.2021/0015471-0;14/10/2021 16:27:07;Certificado de Acessibilidade;Comunique-se padrão;14/02/2023;16/03/2023;True;2024.08.01;1678992784151.0;None
60c6abe33584810007a23a99;3827-21-SP-CER;1020.2021/0015471-0;14/10/2021 16:27:07;Certificado de Acessibilidade;Intimação IEOS;15/06/2023;12/12/2023;True;2024.08.01;1702386550943.0;None
60c6abe33584810007a23a99;3827-21-SP-CER;1020.2021/0015471-0;14/10/2021 16:27:07;Certificado de Acessibilidade;Autorização de prorrogação de prazo;14/12/2023;10/02/2024;False;2024.08.01;1707570550943.0;1702386550943.0
60db52a274cbe40008c75564;4240-21-SP-CER;1020.2021/0009401-6;07/07/2021 16:21:15;Certificado de Acessibilidade;Comunique-se padrão;01/12/2021;31/12/2021;True;2024.08.01;1640968988571.0;None
60db52a274cbe40008c75564;4240-21-SP-CER;1020.2021/0009401-6;07/07/2021 16:21:15;Certificado de Acessibilidade;Autorização de prorrogação de prazo;15/02/2022;30/01/2022;False;2024.08.01;1643560988571.0;1640968988571.0
60db52a274cbe40008c75564;4240-21-SP-CER;1020.2021/0009401-6;07/07/2021 16:21:15;Certificado de Acessibilidade;Comunique-se padrão;08/11/2022;08/12/2022;False;2024.08.01;1670525595183.0;None
60db52a274cbe40008c75564;4240-21-SP-CER;1020.2021/0009401-6;07/07/2021 16:21:15;Certificado de Acessibilidade;Intimação IEOS;21/11/2023;19/05/2024;True;2024.08.01;1716132527881.0;None
60db52a274cbe40008c75564;4240-21-SP-CER;1020.2021/0009401-6;07/07/2021 16:21:15;Certificado de Acessibilidade;Autorização de prorrogação de prazo;10/05/2024;15/11/2024;False;2024.08.01;1731684527881.0;1716132527881.0
60de339e20cd9a0009392271;4330-21-SP-CER;1020.2021/0011614-1;24/08/2021 19:02:22;Certificado de Acessibilidade;Comunique-se padrão;04/12/2021;03/01/2022;True;2024.08.01;1641223307770.0;None
60de339e20cd9a0009392271;4330-21-SP-CER;1020.2021/0011614-1;24/08/2021 19:02:22;Certificado de Acessibilidade;Autorização de prorrogação de prazo;04/02/2022;02/02/2022;False;2024.08.01;1643815307770.0;1641223307770.0
60de339e20cd9a0009392271;4330-21-SP-CER;1020.2021/0011614-1;24/08/2021 19:02:22;Certificado de Acessibilidade;Comunique-se padrão;19/08/2022;18/09/2022;True;2024.08.01;1663520608039.0;None
60de339e20cd9a0009392271;4330-21-SP-CER;1020.2021/0011614-1;24/08/2021 19:02:22;Certificado de Acessibilidade;Autorização de prorrogação de prazo;08/11/2022;18/10/2022;False;2024.08.01;1666112608039.0;1663520608039.0
60de339e20cd9a0009392271;4330-21-SP-CER;1020.2021/0011614-1;24/08/2021 19:02:22;Certificado de Acessibilidade;Intimação IEOS;02/06/2023;29/11/2023;True;2024.08.01;1701265791085.0;None
60df888fe3d7f700098afe49;4362-21-SP-CER;1020.2022/0001265-8;01/02/2022 16:52:02;Certificado de Segurança;Comunique-se padrão;16/06/2022;16/07/2022;True;2024.08.01;1657971977038.0;None
60df888fe3d7f700098afe49;4362-21-SP-CER;1020.2022/0001265-8;01/02/2022 16:52:02;Certificado de Segurança;Comunique-se padrão;22/12/2022;21/01/2023;False;2024.08.01;1674324925127.0;None
60df888fe3d7f700098afe49;4362-21-SP-CER;1020.2022/0001265-8;01/02/2022 16:52:02;Certificado de Segurança;Intimação IEOS;12/03/2024;08/09/2024;True;2024.08.01;1725814120044.0;None
60e4b77facd48200089ab47e;4435-21-SP-CER;1020.2021/0009893-3;19/07/2021 17:54:37;Certificado de Segurança;Comunique-se padrão;14/08/2021;13/09/2021;True;2024.08.01;1631542078008.0;None
60e4b77facd48200089ab47e;4435-21-SP-CER;1020.2021/0009893-3;19/07/2021 17:54:37;Certificado de Segurança;Intimação IEOS;17/11/2021;15/05/2022;True;2024.08.01;1652623235742.0;None
60e4b77facd48200089ab47e;4435-21-SP-CER;1020.2021/0009893-3;19/07/2021 17:54:37;Certificado de Segurança;Intimação IEOS;14/05/2022;10/11/2022;True;2024.08.01;1668094133093.0;None
60e5d6c0ec9b67000860e2c3;4446-21-SP-CER;1020.2021/0011080-1;13/08/2021 18:46:52;Certificado de Acessibilidade;Comunique-se padrão;28/09/2021;28/10/2021;True;2024.08.01;1635443737553.0;None
60e5d6c0ec9b67000860e2c3;4446-21-SP-CER;1020.2021/0011080-1;13/08/2021 18:46:52;Certificado de Acessibilidade;Intimação IEOS;08/01/2022;07/07/2022;True;2024.08.01;1657196160276.0;None
60e5d6c0ec9b67000860e2c3;4446-21-SP-CER;1020.2021/0011080-1;13/08/2021 18:46:52;Certificado de Acessibilidade;Autorização de prorrogação de prazo;08/07/2022;03/01/2023;False;2024.08.01;1672748160276.0;1657196160276.0
60ec8c82fe742f0007266838;4536-21-SP-CER;1020.2021/0009907-7;20/07/2021 16:51:01;Certificado de Acessibilidade;Comunique-se padrão;12/01/2022;11/02/2022;True;2024.08.01;1644603329219.0;None
60ec8c82fe742f0007266838;4536-21-SP-CER;1020.2021/0009907-7;20/07/2021 16:51:01;Certificado de Acessibilidade;Comunique-se padrão;06/09/2022;06/10/2022;False;2024.08.01;1665077512414.0;None
60ec8c82fe742f0007266838;4536-21-SP-CER;1020.2021/0009907-7;20/07/2021 16:51:01;Certificado de Acessibilidade;Intimação IEOS;06/02/2024;04/08/2024;True;2024.08.01;1722780138706.0;None
60ed7bfbbb258d00084102d5;4554-21-SP-CER;1020.2021/0010178-0;26/07/2021 16:52:38;Certificado de Acessibilidade;Comunique-se padrão;24/11/2021;24/12/2021;True;2024.08.01;1640364329884.0;None
60ed7bfbbb258d00084102d5;4554-21-SP-CER;1020.2021/0010178-0;26/07/2021 16:52:38;Certificado de Acessibilidade;Autorização de prorrogação de prazo;30/12/2021;23/01/2022;False;2024.08.01;1642956329884.0;1640364329884.0
60ed7bfbbb258d00084102d5;4554-21-SP-CER;1020.2021/0010178-0;26/07/2021 16:52:38;Certificado de Acessibilidade;Comunique-se padrão;12/09/2023;12/10/2023;True;2024.08.01;1697135626204.0;None
60ed7bfbbb258d00084102d5;4554-21-SP-CER;1020.2021/0010178-0;26/07/2021 16:52:38;Certificado de Acessibilidade;Comunique-se padrão;21/12/2023;20/01/2024;True;2024.08.01;1705765117217.0;None
60ed7bfbbb258d00084102d5;4554-21-SP-CER;1020.2021/0010178-0;26/07/2021 16:52:38;Certificado de Acessibilidade;Intimação IEOS;24/01/2024;22/07/2024;True;2024.08.01;1721654162576.0;None
60ed7bfbbb258d00084102d5;4554-21-SP-CER;1020.2021/0010178-0;26/07/2021 16:52:38;Certificado de Acessibilidade;Autorização de prorrogação de prazo;30/07/2024;18/01/2025;False;2024.08.01;1737206162576.0;1721654162576.0
60edffd3c5906d000833a707;4597-21-SP-CER;1020.2021/0011985-0;31/08/2021 16:33:56;Certificado de Acessibilidade;Comunique-se padrão;14/01/2022;13/02/2022;True;2024.08.01;1644763836472.0;None
60edffd3c5906d000833a707;4597-21-SP-CER;1020.2021/0011985-0;31/08/2021 16:33:56;Certificado de Acessibilidade;Autorização de prorrogação de prazo;26/02/2022;15/03/2022;False;2024.08.01;1647355836472.0;1644763836472.0
60edffd3c5906d000833a707;4597-21-SP-CER;1020.2021/0011985-0;31/08/2021 16:33:56;Certificado de Acessibilidade;Intimação IEOS;19/07/2022;15/01/2023;True;2024.08.01;1673794262913.0;None
60edffd3c5906d000833a707;4597-21-SP-CER;1020.2021/0011985-0;31/08/2021 16:33:56;Certificado de Acessibilidade;Autorização de prorrogação de prazo;07/01/2023;14/07/2023;False;2024.08.01;1689346262913.0;1673794262913.0
60ef08d72be63a0008cb2105;4627-21-SP-CER;1020.2021/0011158-1;16/08/2021 16:58:53;Certificado de Acessibilidade;Comunique-se padrão;03/03/2022;02/04/2022;True;2024.08.01;1648923957553.0;None
60ef08d72be63a0008cb2105;4627-21-SP-CER;1020.2021/0011158-1;16/08/2021 16:58:53;Certificado de Acessibilidade;Intimação IEOS;10/08/2022;06/02/2023;True;2024.08.01;1675707401957.0;None
60ef08d72be63a0008cb2105;4627-21-SP-CER;1020.2021/0011158-1;16/08/2021 16:58:53;Certificado de Acessibilidade;Autorização de prorrogação de prazo;18/02/2023;05/08/2023;False;2024.08.01;1691259401957.0;1675707401957.0
60f96783af82200008ab8796;4844-21-SP-CER;1020.2022/0001124-4;28/01/2022 10:55:40;Certificado de Segurança;Comunique-se padrão;04/03/2022;03/04/2022;True;2024.08.01;1648995816883.0;None
60f96783af82200008ab8796;4844-21-SP-CER;1020.2022/0001124-4;28/01/2022 10:55:40;Certificado de Segurança;Intimação IEOS;27/04/2022;24/10/2022;True;2024.08.01;1666623444478.0;None
60f96783af82200008ab8796;4844-21-SP-CER;1020.2022/0001124-4;28/01/2022 10:55:40;Certificado de Segurança;Autorização de prorrogação de prazo;26/10/2022;22/04/2023;False;2024.08.01;1682175444478.0;1666623444478.0
60facec6df9cc000094aafcd;4893-21-SP-CER;1020.2021/0010756-8;09/08/2021 17:03:45;Certificado de Segurança;Comunique-se padrão;25/08/2021;24/09/2021;True;2024.08.01;1632510207454.0;None
60facec6df9cc000094aafcd;4893-21-SP-CER;1020.2021/0010756-8;09/08/2021 17:03:45;Certificado de Segurança;Intimação IEOS;05/11/2021;04/05/2022;True;2024.08.01;1651688958767.0;None
60facec6df9cc000094aafcd;4893-21-SP-CER;1020.2021/0010756-8;09/08/2021 17:03:45;Certificado de Segurança;Intimação IEOS;05/05/2022;01/11/2022;True;2024.08.01;1667313231582.0;None
60facec6df9cc000094aafcd;4893-21-SP-CER;1020.2021/0010756-8;09/08/2021 17:03:45;Certificado de Segurança;Autorização de prorrogação de prazo;16/12/2022;30/04/2023;False;2024.08.01;1682865231582.0;1667313231582.0
60facec6df9cc000094aafcd;4893-21-SP-CER;1020.2021/0010756-8;09/08/2021 17:03:45;Certificado de Segurança;Comunique-se padrão;17/02/2023;19/03/2023;True;2024.08.01;1679248808971.0;None
60facec6df9cc000094aafcd;4893-21-SP-CER;1020.2021/0010756-8;09/08/2021 17:03:45;Certificado de Segurança;Comunique-se padrão;14/04/2023;14/05/2023;False;2024.08.01;1684075361648.0;None
60facec6df9cc000094aafcd;4893-21-SP-CER;1020.2021/0010756-8;09/08/2021 17:03:45;Certificado de Segurança;Comunique-se padrão;30/07/2024;29/08/2024;False;2024.08.01;1724957213059.0;None
60fad86c7565d60008f172ff;4894-21-SP-CER;1020.2021/0011025-9;12/08/2021 21:35:42;Certificado de Acessibilidade;Comunique-se padrão;16/12/2021;15/01/2022;True;2024.08.01;1642268104831.0;None
60fad86c7565d60008f172ff;4894-21-SP-CER;1020.2021/0011025-9;12/08/2021 21:35:42;Certificado de Acessibilidade;Autorização de prorrogação de prazo;21/01/2022;14/02/2022;False;2024.08.01;1644860104831.0;1642268104831.0
60fad86c7565d60008f172ff;4894-21-SP-CER;1020.2021/0011025-9;12/08/2021 21:35:42;Certificado de Acessibilidade;Comunique-se padrão;05/10/2022;04/11/2022;True;2024.08.01;1667587018522.0;None
60fad86c7565d60008f172ff;4894-21-SP-CER;1020.2021/0011025-9;12/08/2021 21:35:42;Certificado de Acessibilidade;Intimação IEOS;18/10/2022;16/04/2023;True;2024.08.01;1681657141685.0;None
60fad86c7565d60008f172ff;4894-21-SP-CER;1020.2021/0011025-9;12/08/2021 21:35:42;Certificado de Acessibilidade;Autorização de prorrogação de prazo;17/04/2023;13/10/2023;False;2024.08.01;1697209141685.0;1681657141685.0
60fc754f20161e0008d9bc0a;4931-21-SP-CER;1020.2021/0017364-1;11/11/2021 10:36:38;Certificado de Acessibilidade;Comunique-se padrão;20/04/2022;20/05/2022;True;2024.08.01;1653060716247.0;None
60fc754f20161e0008d9bc0a;4931-21-SP-CER;1020.2021/0017364-1;11/11/2021 10:36:38;Certificado de Acessibilidade;Comunique-se padrão;09/09/2022;09/10/2022;False;2024.08.01;1665324238642.0;None
60fc754f20161e0008d9bc0a;4931-21-SP-CER;1020.2021/0017364-1;11/11/2021 10:36:38;Certificado de Acessibilidade;Intimação IEOS;17/02/2023;16/08/2023;True;2024.08.01;1692208088327.0;None
60fc754f20161e0008d9bc0a;4931-21-SP-CER;1020.2021/0017364-1;11/11/2021 10:36:38;Certificado de Acessibilidade;Autorização de prorrogação de prazo;16/08/2023;12/02/2024;False;2024.08.01;1707760088327.0;1692208088327.0
610166a436e63000088611e5;5020-21-SP-CER;1020.2021/0011920-5;27/08/2021 18:38:51;Certificado de Segurança;Comunique-se padrão;02/10/2021;01/11/2021;True;2024.08.01;1635792942706.0;None
610166a436e63000088611e5;5020-21-SP-CER;1020.2021/0011920-5;27/08/2021 18:38:51;Certificado de Segurança;Intimação IEOS;05/11/2021;04/05/2022;True;2024.08.01;1651688849520.0;None
610166a436e63000088611e5;5020-21-SP-CER;1020.2021/0011920-5;27/08/2021 18:38:51;Certificado de Segurança;Intimação IEOS;12/04/2022;09/10/2022;True;2024.08.01;1665322829572.0;None
610166a436e63000088611e5;5020-21-SP-CER;1020.2021/0011920-5;27/08/2021 18:38:51;Certificado de Segurança;Comunique-se padrão;05/05/2022;04/06/2022;True;2024.08.01;1654357660708.0;None
61045341f58ec2000946967e;5120-21-SP-CER;1020.2021/0010707-0;06/08/2021 16:27:05;Certificado de Acessibilidade;Intimação IEOS;11/12/2021;09/06/2022;True;2024.08.01;1654778302497.0;None
61045341f58ec2000946967e;5120-21-SP-CER;1020.2021/0010707-0;06/08/2021 16:27:05;Certificado de Acessibilidade;Autorização de prorrogação de prazo;08/06/2022;06/12/2022;False;2024.08.01;1670330302497.0;1654778302497.0
61045341f58ec2000946967e;5120-21-SP-CER;1020.2021/0010707-0;06/08/2021 16:27:05;Certificado de Acessibilidade;Autorização de prorrogação de prazo;01/02/2023;06/03/2023;False;2024.08.01;1678106302497.0;1670330302497.0
61084951ec00610008a23275;5172-21-SP-CER;1020.2022/0000385-3;13/01/2022 10:19:09;Certificado de Acessibilidade;Comunique-se padrão;04/05/2022;03/06/2022;True;2024.08.01;1654281088652.0;None
61084951ec00610008a23275;5172-21-SP-CER;1020.2022/0000385-3;13/01/2022 10:19:09;Certificado de Acessibilidade;Comunique-se padrão;26/10/2022;25/11/2022;True;2024.08.01;1669386031236.0;None
61084951ec00610008a23275;5172-21-SP-CER;1020.2022/0000385-3;13/01/2022 10:19:09;Certificado de Acessibilidade;Intimação IEOS;06/12/2022;04/06/2023;True;2024.08.01;1685881956857.0;None
61084951ec00610008a23275;5172-21-SP-CER;1020.2022/0000385-3;13/01/2022 10:19:09;Certificado de Acessibilidade;Autorização de prorrogação de prazo;05/06/2023;01/12/2023;False;2024.08.01;1701433956857.0;1685881956857.0
61084951ec00610008a23275;5172-21-SP-CER;1020.2022/0000385-3;13/01/2022 10:19:09;Certificado de Acessibilidade;Comunique-se padrão;15/05/2024;13/06/2024;False;2024.08.01;1718306000020.0;None
610ab7fdc37d1000099397ea;5232-21-SP-CER;1020.2021/0011026-7;12/08/2021 21:38:59;Certificado de Acessibilidade;Comunique-se padrão;06/01/2022;05/02/2022;True;2024.08.01;1644080159877.0;None
610ab7fdc37d1000099397ea;5232-21-SP-CER;1020.2021/0011026-7;12/08/2021 21:38:59;Certificado de Acessibilidade;Comunique-se padrão;19/07/2022;18/08/2022;True;2024.08.01;1660834618100.0;None
610ab7fdc37d1000099397ea;5232-21-SP-CER;1020.2021/0011026-7;12/08/2021 21:38:59;Certificado de Acessibilidade;Comunique-se padrão;12/01/2023;11/02/2023;True;2024.08.01;1676136513094.0;None
610ab7fdc37d1000099397ea;5232-21-SP-CER;1020.2021/0011026-7;12/08/2021 21:38:59;Certificado de Acessibilidade;Comunique-se padrão;26/05/2023;25/06/2023;True;2024.08.01;1687707788098.0;None
610ab7fdc37d1000099397ea;5232-21-SP-CER;1020.2021/0011026-7;12/08/2021 21:38:59;Certificado de Acessibilidade;Comunique-se padrão;27/06/2023;27/07/2023;True;2024.08.01;1690471817685.0;None
610ab7fdc37d1000099397ea;5232-21-SP-CER;1020.2021/0011026-7;12/08/2021 21:38:59;Certificado de Acessibilidade;Intimação IEOS;09/08/2023;05/02/2024;True;2024.08.01;1707155704973.0;None
610ab7fdc37d1000099397ea;5232-21-SP-CER;1020.2021/0011026-7;12/08/2021 21:38:59;Certificado de Acessibilidade;Autorização de prorrogação de prazo;20/02/2024;03/08/2024;False;2024.08.01;1722707704973.0;1707155704973.0
610af308ebec5e0008ee83a0;5253-21-SP-CER;1020.2021/0011083-6;13/08/2021 18:56:43;Certificado de Acessibilidade;Comunique-se padrão;17/01/2023;16/02/2023;True;2024.08.01;1676576066498.0;None
610af308ebec5e0008ee83a0;5253-21-SP-CER;1020.2021/0011083-6;13/08/2021 18:56:43;Certificado de Acessibilidade;Comunique-se padrão;15/03/2023;14/04/2023;True;2024.08.01;1681483138453.0;None
610af308ebec5e0008ee83a0;5253-21-SP-CER;1020.2021/0011083-6;13/08/2021 18:56:43;Certificado de Acessibilidade;Intimação IEOS;05/07/2023;01/01/2024;True;2024.08.01;1704121986056.0;None
610af308ebec5e0008ee83a0;5253-21-SP-CER;1020.2021/0011083-6;13/08/2021 18:56:43;Certificado de Acessibilidade;Autorização de prorrogação de prazo;21/12/2023;29/06/2024;False;2024.08.01;1719673986056.0;1704121986056.0
610c5eb6bfa351000874fb96;5294-21-SP-CER;1020.2021/0011616-8;24/08/2021 19:08:08;Certificado de Acessibilidade;Comunique-se padrão;30/03/2023;29/04/2023;True;2024.08.01;1682774147090.0;None
610c5eb6bfa351000874fb96;5294-21-SP-CER;1020.2021/0011616-8;24/08/2021 19:08:08;Certificado de Acessibilidade;Autorização de prorrogação de prazo;27/04/2023;29/05/2023;False;2024.08.01;1685366147090.0;1682774147090.0
610c5eb6bfa351000874fb96;5294-21-SP-CER;1020.2021/0011616-8;24/08/2021 19:08:08;Certificado de Acessibilidade;Comunique-se padrão;30/05/2023;29/06/2023;True;2024.08.01;1688062673901.0;None
610c5eb6bfa351000874fb96;5294-21-SP-CER;1020.2021/0011616-8;24/08/2021 19:08:08;Certificado de Acessibilidade;Intimação IEOS;21/12/2023;18/06/2024;True;2024.08.01;1718726681892.0;None
610c5eb6bfa351000874fb96;5294-21-SP-CER;1020.2021/0011616-8;24/08/2021 19:08:08;Certificado de Acessibilidade;Autorização de prorrogação de prazo;17/06/2024;15/12/2024;False;2024.08.01;1734278681892.0;1718726681892.0
610d4f88aab4a6000910b619;5310-21-SP-CER;1020.2021/0011159-0;16/08/2021 17:03:56;Certificado de Acessibilidade;Comunique-se padrão;13/01/2022;12/02/2022;True;2024.08.01;1644675943858.0;None
